hospital_pk,state,ccn,hospital_name,address,city,zip,hospital_subtype,fips_code,geocoded_hospital_address,hhs_ids,publication_date,collection_week,is_metro_micro,total_beds_7_day_sum,all_adult_hospital_beds_7_day_sum,all_adult_hospital_inpatient_beds_7_day_sum,inpatient_beds_used_7_day_sum,all_adult_hospital_inpatient_bed_occupied_7_day_sum,total_adult_patients_hosp_confirmed_suspected_covid_7d_sum,total_adult_patients_hospitalized_confirmed_covid_7_day_sum,total_pediatric_patients_hosp_confirmed_suspected_covid_7d_sum,total_pediatric_patients_hospitalized_confirmed_covid_7_day_sum,inpatient_beds_7_day_sum,total_icu_beds_7_day_sum,total_staffed_adult_icu_beds_7_day_sum,icu_beds_used_7_day_sum,staffed_adult_icu_bed_occupancy_7_day_sum,staffed_icu_adult_patients_confirmed_suspected_covid_7d_sum,staffed_icu_adult_patients_confirmed_covid_7_day_sum,total_patients_hospitalized_confirmed_influenza_7_day_sum,icu_patients_confirmed_influenza_7_day_sum,total_patients_hosp_confirmed_influenza_and_covid_7d_sum,total_beds_7_day_coverage,all_adult_hospital_beds_7_day_coverage,all_adult_hospital_inpatient_beds_7_day_coverage,inpatient_beds_used_7_day_coverage,all_adult_hospital_inpatient_bed_occupied_7_day_coverage,total_adult_patients_hosp_confirmed_suspected_covid_7d_cov,total_adult_patients_hospitalized_confirmed_covid_7_day_coverage,total_pediatric_patients_hosp_confirmed_suspected_covid_7d_cov,total_pediatric_patients_hosp_confirmed_covid_7d_cov,inpatient_beds_7_day_coverage,total_icu_beds_7_day_coverage,total_staffed_adult_icu_beds_7_day_coverage,icu_beds_used_7_day_coverage,staffed_adult_icu_bed_occupancy_7_day_coverage,staffed_icu_adult_patients_confirmed_suspected_covid_7d_cov,staffed_icu_adult_patients_confirmed_covid_7_day_coverage,total_patients_hospitalized_confirmed_influenza_7_day_coverage,icu_patients_confirmed_influenza_7_day_coverage,total_patients_hosp_confirmed_influenza_and_covid_7d_cov,previous_day_admission_adult_covid_confirmed_7_day_sum,previous_day_admission_adult_covid_confirmed_18_19_7_day_sum,previous_day_admission_adult_covid_confirmed_20_29_7_day_sum,previous_day_admission_adult_covid_confirmed_30_39_7_day_sum,previous_day_admission_adult_covid_confirmed_40_49_7_day_sum,previous_day_admission_adult_covid_confirmed_50_59_7_day_sum,previous_day_admission_adult_covid_confirmed_60_69_7_day_sum,previous_day_admission_adult_covid_confirmed_70_79_7_day_sum,previous_day_admission_adult_covid_confirmed_80plus_7_day_sum,previous_day_admission_adult_covid_confirmed_unknown_7_day_sum,previous_day_admission_pediatric_covid_confirmed_7_day_sum,previous_day_covid_ed_visits_7_day_sum,previous_day_admission_adult_covid_suspected_7_day_sum,previous_day_admission_adult_covid_suspected_18_19_7_day_sum,previous_day_admission_adult_covid_suspected_20_29_7_day_sum,previous_day_admission_adult_covid_suspected_30_39_7_day_sum,previous_day_admission_adult_covid_suspected_40_49_7_day_sum,previous_day_admission_adult_covid_suspected_50_59_7_day_sum,previous_day_admission_adult_covid_suspected_60_69_7_day_sum,previous_day_admission_adult_covid_suspected_70_79_7_day_sum,previous_day_admission_adult_covid_suspected_80plus_7_day_sum,previous_day_admission_adult_covid_suspected_unknown_7_day_sum,previous_day_admission_pediatric_covid_suspected_7_day_sum,previous_day_total_ed_visits_7_day_sum,previous_day_admission_influenza_confirmed_7_day_sum,is_corrected,previous_day_admission_adult_covid_confirmed_7_day_coverage,previous_day_admission_adult_covid_suspected_7_day_coverage,previous_day_admission_pediatric_covid_confirmed_7_day_coverage,previous_day_admission_pediatric_covid_suspected_7_day_coverage,previous_week_patients_covid_vaccinated_doses_all_7_day,previous_week_patients_covid_vaccinated_doses_all_7_day_sum,previous_week_patients_covid_vaccinated_doses_one_7_day,previous_week_patients_covid_vaccinated_doses_one_7_day_sum,previous_week_personnel_covid_vaccd_doses_administered_7_day,previous_week_personnel_covid_vaccd_doses_administered_7_day_sum,total_personnel_covid_vaccinated_doses_all_7_day,total_personnel_covid_vaccinated_doses_all_7_day_sum,total_personnel_covid_vaccinated_doses_none_7_day,total_personnel_covid_vaccinated_doses_none_7_day_sum,total_personnel_covid_vaccinated_doses_one_7_day,total_personnel_covid_vaccinated_doses_one_7_day_sum,total_beds_7_day_avg,all_adult_hospital_beds_7_day_avg,all_adult_hospital_inpatient_beds_7_day_avg,inpatient_beds_used_7_day_avg,all_adult_hospital_inpatient_bed_occupied_7_day_avg,total_adult_patients_hosp_confirmed_suspected_covid_7d_avg,total_adult_patients_hospitalized_confirmed_covid_7_day_avg,total_pediatric_patients_hosp_confirmed_suspected_covid_7d_avg,total_pediatric_patients_hospitalized_confirmed_covid_7_day_avg,inpatient_beds_7_day_avg,total_icu_beds_7_day_avg,total_staffed_adult_icu_beds_7_day_avg,icu_beds_used_7_day_avg,staffed_adult_icu_bed_occupancy_7_day_avg,staffed_icu_adult_patients_confirmed_suspected_covid_7d_avg,staffed_icu_adult_patients_confirmed_covid_7_day_avg,total_patients_hospitalized_confirmed_influenza_7_day_avg,icu_patients_confirmed_influenza_7_day_avg,total_patients_hosp_confirmed_influenza_and_covid_7d_avg
330059,NY,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,10467,Short Term,36005,POINT (-73.879896 40.879872),"[C330059-C, C330059-B, C330059-A, C330059-D]",20240308,20201108,1,10955,9604,9604,8507,7700,389,389,22,22,10955,1456,875.0,1065.0,683.0,86,86.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,62,0,5,4,8,10,10,13,9,-999999.0,-999999,1816,0,0,0,0,0,0,0,0,0,0.0,0,4398,0.0,0,7,7,7,7,,,,,,,,,,,,,1565.0,1372.0,1372.0,1215.3,1100.0,55.6,55.6,-999999.0,-999999.0,1565.0,208.0,125.0,152.1,97.6,12.3,12.3,0.0,0.0,0.0
330101,NY,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,10065,Short Term,36061,POINT (-73.954509 40.764355),"[C330101-A, C330101-H, C330101-D, C330101-F, C330101-G, C330101-C, C330101-E]",20240308,20201108,1,22927,18266,15524,16481,13505,1442,477,69,18,19759,3586,1906.0,2865.0,1686.0,232,103.0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,44,-999999,-999999,8,-999999,-999999,8,6,13,0.0,7,816,500,-999999,29,41,49,87,99,95,99,0.0,23,5761,,0,7,7,7,7,,,,,,,,,,,,,3275.3,2609.4,2217.7,2354.4,1929.3,206.0,68.1,9.9,-999999.0,2822.7,512.3,272.3,409.3,240.9,33.1,14.7,,,
330214,NY,330214,NYU LANGONE HOSPITALS,550 FIRST AVENUE,NEW YORK,10016,Short Term,36061,POINT (-73.974303 40.742311),"[C330214-B, C330214-A, C330214-C, C330214-D]",20240308,20201108,1,15350,12816,10622,10434,8868,441,380,9,0,13030,2730,1785.0,2176.0,1406.0,66,62.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,62,-999999,8,8,-999999,12,10,9,12,0.0,0,2260,41,0,-999999,-999999,7,8,10,5,7,0.0,4,4221,0.0,0,7,7,7,7,,,,,,,,,,,,,2192.9,1830.9,1517.4,1490.6,1266.9,63.0,54.3,-999999.0,0.0,1861.4,390.0,255.0,310.9,200.9,9.4,8.9,0.0,0.0,0.0
330285,NY,330285,STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,14642,Short Term,36055,POINT (-77.623587 43.122832),[C330285-A],20240308,20201108,1,9156,7938,7133,5967,4901,231,178,7,-999999,8218,1400,1260.0,928.0,778.0,54,47.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23,0,-999999,-999999,-999999,4,-999999,-999999,7,0.0,-999999,19,45,-999999,6,7,-999999,8,8,12,-999999,0.0,4,2101,0.0,0,7,7,7,7,,,,,,,,,,,,,1308.0,1134.0,1019.0,852.4,700.1,33.0,25.4,-999999.0,-999999.0,1174.0,200.0,180.0,132.6,111.1,7.7,6.7,0.0,0.0,0.0
050025,CA,050025,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,200 WEST ARBOR DRIVE,SAN DIEGO,92103,Short Term,06073,POINT (-117.165844 32.754258),"[C050025-A, C050025-B]",20230623,20201113,1,6594,5649,4669,4324,4025,270,244,0,0,5614,1274,791.0,864.0,679.0,99,94.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,18,0,0,-999999,-999999,-999999,8,-999999,-999999,0.0,0,483,15,0,-999999,-999999,-999999,6,-999999,-999999,-999999,0.0,0,1395,0.0,0,7,7,7,7,,,,,,,,,,,,,942.0,807.0,667.0,617.7,575.0,38.6,34.9,0.0,0.0,802.0,182.0,113.0,123.4,97.0,14.1,13.4,0.0,0.0,0.0
050262,CA,050262,RONALD REAGAN UCLA MEDICAL CENTER,757 WESTWOOD PLAZA,LOS ANGELES,90095,Short Term,06037,POINT (-118.44562 34.06617),[C050262-A],20230623,20201113,1,2742,2334,2136,2373,2063,186,107,10,0,2544,930,654.0,819.0,616.0,80,71.0,0.0,0.0,0.0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0.0,0,126,0,0,0,0,0,0,0,0,0,0.0,0,710,0.0,0,6,6,6,6,,,,,,,,,,,,,457.0,389.0,356.0,395.5,343.8,31.0,17.8,-999999.0,0.0,424.0,155.0,109.0,136.5,102.7,13.3,11.8,0.0,0.0,0.0
050373,CA,050373,LAC+USC MEDICAL CENTER,"1200 N STATE ST, ROOM C2K100",LOS ANGELES,90033,Short Term,06037,POINT (-118.208376 34.057996),[C050373-A],20230623,20201113,1,4535,4269,4269,3634,3488,328,283,5,-999999,4535,897,735.0,714.0,614.0,124,114.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,47,0,7,5,7,10,12,5,-999999,0.0,0,140,8,-999999,0,0,-999999,4,-999999,0,0,0.0,-999999,2413,0.0,0,7,7,7,7,,,,,,,,,,,,,647.9,609.9,609.9,519.1,498.3,46.9,40.4,-999999.0,-999999.0,647.9,128.1,105.0,102.0,87.7,17.7,16.3,0.0,0.0,0.0
050441,CA,050441,STANFORD HEALTH CARE,300 PASTEUR DRIVE,STANFORD,94305,Short Term,06085,POINT (-122.175944 37.433018),[C050441-A],20230623,20201113,1,4474,4355,4242,4043,4043,111,102,0,0,4242,693,693.0,557.0,557.0,21,17.0,4.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,20,0,-999999,-999999,4,4,-999999,-999999,7,0.0,0,130,225,0,11,22,19,39,43,42,49,0.0,-999999,1756,0.0,0,7,7,7,7,,,,,,,,,,,,,639.1,622.1,606.0,577.6,577.6,15.9,14.6,0.0,0.0,606.0,99.0,99.0,79.6,79.6,-999999.0,-999999.0,-999999.0,0.0,0.0
050454,CA,050454,UCSF MEDICAL CENTER,"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO,94143,Short Term,06075,POINT (-122.457544 37.762452),"[C050454-C, C050454-B, C050454-D, C050454-A]",20230623,20201113,1,4839,3563,3563,4466,3416,88,78,9,8,4839,1304,714.0,1000.0,506.0,21,16.0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,-999999,0,-999999,0,0,0,0,0,0,0.0,-999999,192,0,0,0,0,0,0,0,0,0,0.0,0,842,,0,7,7,7,7,,,,,,,,,,,,,691.3,509.0,509.0,638.0,488.0,12.6,11.1,-999999.0,-999999.0,691.3,186.3,102.0,142.9,72.3,-999999.0,-999999.0,,,
050625,CA,050625,CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BLVD,LOS ANGELES,90048,Short Term,06037,POINT (-118.380122 34.075496),[C050625-A],20230623,20201113,1,6455,6159,6161,6003,5781,356,264,0,0,6455,1155,756.0,889.0,690.0,94,68.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,25,0,-999999,4,-999999,5,4,5,-999999,0.0,0,87,27,0,0,4,0,-999999,5,7,8,0.0,0,1441,0.0,0,7,7,7,7,,,,,,,,,,,,,922.1,879.9,880.1,857.6,825.9,50.9,37.7,0.0,0.0,922.1,165.0,108.0,127.0,98.6,13.4,9.7,0.0,0.0,0.0
330005,NY,330005,KALEIDA HEALTH,100 HIGH STREET,BUFFALO,14210,Short Term,36029,POINT (-78.865984 42.900906),"[C330005-B, C330005-A]",20230623,20201113,1,6853,6853,6328,4656,4655,609,412,0,0,6328,1505,1505.0,626.0,626.0,155,112.0,6.0,-999999.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,55,-999999,-999999,-999999,-999999,7,8,13,17,0.0,0,253,122,0,5,9,5,13,34,23,33,0.0,0,1763,0.0,0,7,7,7,7,,,,,,,,,,,,,979.0,979.0,904.0,665.1,665.0,87.0,58.9,0.0,0.0,904.0,215.0,215.0,89.4,89.4,22.1,16.0,-999999.0,-999999.0,0.0
330024,NY,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,10029,Short Term,36061,POINT (-73.953392 40.790390),"[C330024-B, C330024-A]",20230623,20201113,1,11585,10647,9030,9329,8643,706,457,33,0,9940,1869,1722.0,1747.0,1652.0,125,106.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,50,0,-999999,4,-999999,11,9,13,11,0.0,0,867,16,0,-999999,4,0,4,-999999,4,0,0.0,-999999,3590,0.0,0,7,7,7,7,,,,,,,,,,,,,1655.0,1521.0,1290.0,1332.7,1234.7,100.9,65.3,4.7,0.0,1420.0,267.0,246.0,249.6,236.0,17.9,15.1,0.0,0.0,0.0
330059,NY,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,10467,Short Term,36005,POINT (-73.879897 40.879872),"[C330059-C, C330059-B, C330059-A, C330059-D]",20230623,20201113,1,10955,9604,9604,8464,7708,434,434,26,26,10955,1456,875.0,1080.0,716.0,82,82.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,74,-999999,6,7,12,12,13,10,9,-999999.0,-999999,1708,0,0,0,0,0,0,0,0,0,0.0,0,4184,0.0,0,7,7,7,7,,,,,,,,,,,,,1565.0,1372.0,1372.0,1209.1,1101.1,62.0,62.0,-999999.0,-999999.0,1565.0,208.0,125.0,154.3,102.3,11.7,11.7,0.0,0.0,0.0
330101,NY,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,10065,Short Term,36061,POINT (-73.954509 40.764355),"[C330101-A, C330101-H, C330101-D, C330101-F, C330101-G, C330101-C, C330101-E]",20230623,20201113,1,22684,18100,15322,16504,13580,1634,637,65,19,19480,3561,1890.0,2797.0,1632.0,226,113.0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,60,-999999,4,5,4,14,8,7,17,0.0,5,832,472,-999999,34,41,51,68,93,82,102,0.0,14,5501,,0,7,7,7,7,,,,,,,,,,,,,3240.6,2585.7,2188.9,2357.7,1940.0,233.4,91.0,9.3,-999999.0,2782.9,508.7,270.0,399.6,233.1,32.3,16.1,,,
330214,NY,330214,NYU LANGONE HOSPITALS,550 FIRST AVENUE,NEW YORK,10016,Short Term,36061,POINT (-73.974303 40.742311),"[C330214-B, C330214-A, C330214-C, C330214-D]",20230623,20201113,1,15340,12806,10612,10287,8725,483,430,11,5,13020,2730,1785.0,2152.0,1373.0,82,76.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,73,0,5,14,6,13,16,10,9,,-999999,2203,30,0,-999999,-999999,-999999,5,7,6,5,,-999999,4032,0.0,0,7,7,7,7,,,,,,,,,,,,,2191.4,1829.4,1516.0,1469.6,1246.4,69.0,61.4,-999999.0,-999999.0,1860.0,390.0,255.0,307.4,196.1,11.7,10.9,0.0,0.0,0.0
330285,NY,330285,STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,14642,Short Term,36055,POINT (-77.623587 43.122832),[C330285-A],20230623,20201113,1,9156,7938,7133,5965,4933,366,325,17,5,8218,1400,1260.0,911.0,761.0,70,68.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,28,-999999,-999999,-999999,-999999,7,5,4,6,0.0,-999999,30,37,0,6,-999999,-999999,7,10,4,6,0.0,9,1834,0.0,0,7,7,7,7,,,,,,,,,,,,,1308.0,1134.0,1019.0,852.1,704.7,52.3,46.4,-999999.0,-999999.0,1174.0,200.0,180.0,130.1,108.7,10.0,9.7,0.0,0.0,0.0
050025,CA,050025,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,200 WEST ARBOR DRIVE,SAN DIEGO,92103,Short Term,06073,POINT (-117.165844 32.754258),"[C050025-A, C050025-B]",20240308,20201115,1,6594,5649,4669,4372,4058,314,288,0,0,5614,1274,791.0,878.0,694.0,105,98.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,17,0,0,-999999,-999999,-999999,8,-999999,-999999,0.0,0,451,14,0,-999999,-999999,-999999,5,-999999,0,-999999,0.0,0,1469,0.0,0,7,7,7,7,,,,,,,,,,,,,942.0,807.0,667.0,624.6,579.7,44.9,41.1,0.0,0.0,802.0,182.0,113.0,125.4,99.1,15.0,14.0,0.0,0.0,0.0
050262,CA,050262,RONALD REAGAN UCLA MEDICAL CENTER,757 WESTWOOD PLAZA,LOS ANGELES,90095,Short Term,06037,POINT (-118.446328 34.066455),[C050262-A],20240308,20201115,1,2742,2334,2136,2369,2063,185,115,13,-999999,2544,930,654.0,809.0,618.0,84,77.0,0.0,0.0,0.0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0.0,0,127,0,0,0,0,0,0,0,0,0,0.0,0,714,0.0,0,6,6,6,6,,,,,,,,,,,,,457.0,389.0,356.0,394.8,343.8,30.8,19.2,-999999.0,-999999.0,424.0,155.0,109.0,134.8,103.0,14.0,12.8,0.0,0.0,0.0
050373,CA,050373,LOS ANGELES GENERAL MEDICAL CENTER,"2051 MARENGO ST, ROOM C2K100",LOS ANGELES,90033,Short Term,06037,POINT (-118.206478 34.056278),[C050373-A],20240308,20201115,1,3884,3653,3653,3115,2991,290,255,4,0,3884,774,633.0,626.0,541.0,114,106.0,0.0,0.0,0.0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,36,0,7,-999999,4,7,10,4,-999999,0.0,0,116,10,-999999,0,-999999,-999999,-999999,-999999,-999999,0,0.0,-999999,2042,0.0,0,6,6,6,6,,,,,,,,,,,,,647.3,608.8,608.8,519.2,498.5,48.3,42.5,-999999.0,0.0,647.3,129.0,105.5,104.3,90.2,19.0,17.7,0.0,0.0,0.0
050441,CA,050441,STANFORD HEALTH CARE,300 PASTEUR DRIVE,STANFORD,94305,Short Term,06085,POINT (-122.175944 37.433018),[C050441-A],20240308,20201115,1,4441,4322,4242,3983,3983,100,96,0,0,4242,693,693.0,552.0,552.0,16,15.0,6.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,17,0,0,-999999,5,5,-999999,-999999,4,0.0,0,161,234,-999999,12,27,22,44,40,44,44,0.0,0,1963,0.0,0,7,7,7,7,,,,,,,,,,,,,634.4,617.4,606.0,569.0,569.0,14.3,13.7,0.0,0.0,606.0,99.0,99.0,78.9,78.9,-999999.0,-999999.0,-999999.0,0.0,0.0
050454,CA,050454,UCSF MEDICAL CENTER,"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO,94143,Short Term,06075,POINT (-122.457544 37.762452),"[C050454-C, C050454-B, C050454-D, C050454-A]",20240308,20201115,1,4771,3518,3518,4452,3393,99,87,9,9,4771,1312,714.0,1003.0,502.0,23,13.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,-999999,0,-999999,0,0,0,0,0,0,0.0,-999999,203,0,0,0,0,0,0,0,0,0,0.0,0,867,0.0,0,7,7,7,7,,,,,,,,,,,,,681.6,502.6,502.6,636.0,484.7,14.1,12.4,-999999.0,-999999.0,681.6,187.4,102.0,143.3,71.7,-999999.0,-999999.0,0.0,0.0,0.0
050625,CA,050625,CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BLVD,LOS ANGELES,90048,Short Term,06037,POINT (-118.380016 34.076549),[C050625-A],20240308,20201115,1,6391,6093,6097,5995,5823,383,279,0,0,6391,1155,756.0,894.0,693.0,100,72.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,25,0,4,4,5,6,-999999,-999999,-999999,0.0,0,64,27,-999999,0,5,-999999,-999999,4,6,6,0.0,0,1246,0.0,0,7,7,7,7,,,,,,,,,,,,,913.0,870.4,871.0,856.4,831.9,54.7,39.9,0.0,0.0,913.0,165.0,108.0,127.7,99.0,14.3,10.3,0.0,0.0,0.0
330005,NY,330005,KALEIDA HEALTH,100 HIGH STREET,BUFFALO,14210,Short Term,36029,POINT (-78.865984 42.900906),"[C330005-C, C330005-B, C330005-A]",20240308,20201115,1,6853,6853,6328,4731,4730,706,496,0,0,6328,1505,1505.0,626.0,626.0,171,116.0,6.0,-999999.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,59,0,-999999,-999999,4,11,9,13,18,0.0,0,284,128,0,-999999,12,6,12,35,24,37,0.0,0,1796,-999999.0,0,7,7,7,7,,,,,,,,,,,,,979.0,979.0,904.0,675.9,675.7,100.9,70.9,0.0,0.0,904.0,215.0,215.0,89.4,89.4,24.4,16.6,-999999.0,-999999.0,0.0
330024,NY,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,10029,Short Term,36061,POINT (-73.953392 40.790390),"[C330024-B, C330024-A]",20240308,20201115,1,11585,10647,9030,9388,8713,732,468,28,0,9940,1869,1722.0,1755.0,1654.0,130,110.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,56,0,-999999,-999999,-999999,14,14,13,10,0.0,0,815,27,0,-999999,5,-999999,-999999,4,8,-999999,0.0,4,3553,0.0,0,7,7,7,7,,,,,,,,,,,,,1655.0,1521.0,1290.0,1341.1,1244.7,104.6,66.9,4.0,0.0,1420.0,267.0,246.0,250.7,236.3,18.6,15.7,0.0,0.0,0.0
330059,NY,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,10467,Short Term,36005,POINT (-73.879896 40.879872),"[C330059-C, C330059-B, C330059-A, C330059-D]",20240308,20201115,1,10955,9604,9604,8375,7619,423,423,30,30,10955,1456,875.0,1073.0,704.0,78,78.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,72,-999999,6,8,11,13,13,8,9,-999999.0,-999999,1676,0,0,0,0,0,0,0,0,0,0.0,0,3929,0.0,0,7,7,7,7,,,,,,,,,,,,,1565.0,1372.0,1372.0,1196.4,1088.4,60.4,60.4,4.3,4.3,1565.0,208.0,125.0,153.3,100.6,11.1,11.1,0.0,0.0,0.0
330101,NY,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,10065,Short Term,36061,POINT (-73.954509 40.764355),"[C330101-A, C330101-H, C330101-D, C330101-F, C330101-G, C330101-C, C330101-E]",20240308,20201115,1,22608,18053,15270,16325,13430,1678,714,63,14,19388,3555,1890.0,2803.0,1622.0,216,107.0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,63,-999999,-999999,5,4,15,12,12,12,0.0,-999999,767,435,-999999,28,36,43,62,84,83,97,0.0,15,5500,,0,7,7,7,7,,,,,,,,,,,,,3229.7,2579.0,2181.4,2332.1,1918.6,239.7,102.0,9.0,-999999.0,2769.7,507.9,270.0,400.4,231.7,30.9,15.3,,,
330214,NY,330214,NYU LANGONE HOSPITALS,550 FIRST AVENUE,NEW YORK,10016,Short Term,36061,POINT (-73.974303 40.742311),"[C330214-B, C330214-A, C330214-C, C330214-D]",20240308,20201115,1,15337,12803,10609,10140,8617,520,474,16,8,13017,2730,1785.0,2139.0,1365.0,87,80.0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,76,0,-999999,10,7,12,15,11,18,,4,2373,23,0,-999999,-999999,-999999,-999999,-999999,7,7,,5,9941,,0,7,7,7,7,,,,,,,,,,,,,2191.0,1829.0,1515.6,1448.6,1231.0,74.3,67.7,-999999.0,-999999.0,1859.6,390.0,255.0,305.6,195.0,12.4,11.4,,,
330285,NY,330285,STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,14642,Short Term,36055,POINT (-77.623587 43.122832),[C330285-A],20240308,20201115,1,8730,7520,6721,5993,4948,426,380,22,10,7792,1302,1146.0,885.0,737.0,80,79.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,34,-999999,-999999,-999999,0,8,8,8,4,0.0,4,50,35,0,-999999,-999999,4,4,9,4,9,0.0,8,1851,0.0,0,7,7,7,7,,,,,,,,,,,,,1247.1,1074.3,960.1,856.1,706.9,60.9,54.3,-999999.0,-999999.0,1113.1,186.0,163.7,126.4,105.3,11.4,11.3,0.0,0.0,0.0
050025,CA,050025,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,200 WEST ARBOR DRIVE,SAN DIEGO,92103,Short Term,06073,POINT (-117.165844 32.754258),"[C050025-A, C050025-B]",20230623,20201120,1,6594,5649,4669,4342,4043,370,348,-999999,0,5608,1274,791.0,856.0,689.0,131,121.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,13,0,-999999,-999999,-999999,-999999,-999999,-999999,0,0.0,0,390,15,0,-999999,-999999,-999999,4,-999999,-999999,-999999,0.0,-999999,1421,0.0,0,7,7,7,7,,,,,,,,,,,,,942.0,807.0,667.0,620.3,577.6,52.9,49.7,-999999.0,0.0,801.1,182.0,113.0,122.3,98.4,18.7,17.3,0.0,0.0,0.0
050262,CA,050262,RONALD REAGAN UCLA MEDICAL CENTER,757 WESTWOOD PLAZA,LOS ANGELES,90095,Short Term,06037,POINT (-118.44562 34.06617),[C050262-A],20230623,20201120,1,3199,2723,2492,2740,2407,271,180,11,-999999,2968,1085,763.0,946.0,728.0,114,90.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0.0,0,158,0,0,0,0,0,0,0,0,0,0.0,0,827,0.0,0,7,7,7,7,,,,,,,,,,,,,457.0,389.0,356.0,391.4,343.9,38.7,25.7,-999999.0,-999999.0,424.0,155.0,109.0,135.1,104.0,16.3,12.9,0.0,0.0,0.0
