date,split,product,model,active_donors,active_recipients,supply_units,demand_units,allocated_units,service_level,recipient_coverage,fill_gini,unit_miles,holding_days,shipments,operational_score,mean_iterations,convergence_gap,contraction_bound,panel_ambiguity
2020-05-22 00:00:00+00:00,calibration,gowns,ACM-4 (independent),2,2747,324.0,7064934.0,324.0,0.0006039147084000165,0.008372770294867127,0.997030179895396,70.50692592592593,2.8576706104252403,2,0.19578551152767135,4.0,2.1573185313150667e-06,0.32272510177650054,0.24089747411011925
2020-05-29 00:00:00+00:00,calibration,respirators,ACM-4 (independent),5,3358,1072.0,5496142.0,1072.0,0.005867927754022837,0.0136986301369863,0.9950323546455433,30.062240671641792,3.164506331191266,5,0.20019570941133907,3.0,3.114278108851121e-05,0.3284031180671036,0.27777517060879625
2020-05-29 00:00:00+00:00,calibration,surgicalMasks,ACM-4 (independent),5,2209,1155.0,4932389.0,1155.0,0.007733316484447848,0.01085972850678733,0.9950883664084875,44.804290043290045,6.181139019159852,5,0.19460854491451332,3.0,3.7386327269461894e-05,0.3291331458109818,0.2806160358723295
2020-05-29 00:00:00+00:00,calibration,faceShields,ACM-4 (independent),5,2701,959.0,2447215.0,959.0,0.014033836139576594,0.018477457501847747,0.9918128854903343,92.24026381647549,3.7235356563549993,5,0.20188806170510604,3.0,3.154157586715556e-05,0.32883901187391806,0.2806279178039536
2020-05-29 00:00:00+00:00,calibration,gowns,ACM-4 (independent),1,2821,50.0,7142543.0,50.0,0.0006043253971141258,0.00815313718539525,0.9970250583067752,94.5685,5.508599537037037,1,0.19051150396225533,3.0,4.247396064627207e-05,0.32209349234742574,0.23786604643220158
2020-06-05 00:00:00+00:00,calibration,surgicalMasks,ACM-4 (independent),1,2467,250.0,5086192.0,250.0,0.007548261101692534,0.01012965964343598,0.9954191570275952,14.096,6.902337962962963,1,0.19411671161932742,4.0,3.6167710829593247e-06,0.30898328499458527,0.20946328071331288
2020-06-05 00:00:00+00:00,calibration,faceShields,ACM-4 (independent),3,2850,2112.0,2464425.0,2112.0,0.014776868525041972,0.018563922942206657,0.9917196829801946,212.85514204545456,1.1651982937008978,3,0.2024317795655941,3.0,3.512100150337982e-05,0.32805521617696515,0.2818788366925782
2020-06-12 00:00:00+00:00,validation,respirators,ACM-4 (independent),4,4166,1945.0,5780650.0,1945.0,0.005914243469689502,0.01200192030724916,0.9956659428908323,8.17105526992288,2.9401088677044656,4,0.2007647267578656,3.0,9.349559621585346e-05,0.32972411490067577,0.2977539286539848
2020-06-12 00:00:00+00:00,validation,faceShields,ACM-4 (independent),2,3071,206.0,2493588.0,206.0,0.014675645588908836,0.017874553136171596,0.9921895440601807,18.0171213592233,2.3599804476806905,2,0.20663333397001626,3.0,6.291236318933802e-05,0.32334458652804554,0.25376576909284443
2020-06-19 00:00:00+00:00,validation,respirators,ACM-4 (independent),1,4538,1000.0,5865462.0,1000.0,0.0059967707609797005,0.01123843102688409,0.995948811709785,5.1795,5.979548611111111,1,0.19558015082925506,3.0,7.957477828968162e-05,0.3186266905227293,0.24481747826384276
2020-06-19 00:00:00+00:00,validation,surgicalMasks,ACM-4 (independent),3,3162,1110.0,5491492.0,1110.0,0.007195433633733767,0.008852355358836548,0.9961115164341898,8.606662162162163,3.564568005505506,3,0.19928135191009674,4.0,1.321380902419289e-06,0.3252691555996155,0.27883010791036766
2020-06-19 00:00:00+00:00,validation,faceShields,ACM-4 (independent),4,3257,850.0,2516910.0,850.0,0.014873258009739054,0.018081520073551946,0.9922895722718006,109.8225294117647,1.6092824074074075,4,0.2049252175413654,3.0,4.0539887509516426e-05,0.32568972660652556,0.26897002772414014
2020-06-19 00:00:00+00:00,validation,gowns,ACM-4 (independent),1,3628,100.0,7610265.0,100.0,0.0005803337385207124,0.006615214994487321,0.997648224515453,122.02849999999998,3.3454282407407407,1,0.19268394525277893,4.0,2.263798779322812e-06,0.31960366206658064,0.25357190166177046
2020-06-26 00:00:00+00:00,validation,respirators,ACM-4 (independent),1,4648,800.0,5889313.0,800.0,0.00610664552576817,0.011187607573149742,0.9958860317472431,14.095999999999998,5.375034722222222,1,0.1963287636074873,3.0,5.3744495827068306e-05,0.3091288328285918,0.21629367452714973
2020-06-26 00:00:00+00:00,validation,surgicalMasks,ACM-4 (independent),1,3257,600.0,5522913.0,600.0,0.007261215541719362,0.008901166359729895,0.996025377524774,21.963,3.279421296296296,1,0.19936383936408564,3.0,6.288160485273808e-05,0.31876972582348106,0.24855696722972861
2020-06-26 00:00:00+00:00,validation,faceShields,ACM-4 (independent),3,3325,302.0,2523605.0,302.0,0.014947345244675968,0.018613029120384268,0.9923265259569956,5.1795,0.9761710510179051,3,0.20961992117263706,3.0,2.1497643363121988e-05,0.3275736625067644,0.28679989577703313
2020-07-03 00:00:00+00:00,test,respirators,ACM-4 (independent),1,4727,3.0,5902828.0,3.0,0.006092431598004246,0.011212185318383753,0.9959502657442638,5.1795,0.7224652777777778,1,0.20436858544374836,3.0,4.487422268351082e-05,0.3092452056539064,0.20589924548716154
2020-07-03 00:00:00+00:00,test,surgicalMasks,ACM-4 (independent),3,3325,1330.0,5567890.0,1330.0,0.007439354868389285,0.009621166566446182,0.9958259232295708,54.17802631578948,1.8442693539404065,3,0.20096416473253997,3.0,2.266024721681026e-05,0.32861768113266115,0.28772025712050747
2020-07-03 00:00:00+00:00,test,faceShields,ACM-4 (independent),2,3379,30.0,2528258.0,30.0,0.014930176614727881,0.018906942392909895,0.9924323771204253,11.998083333333334,3.9287017746913575,2,0.2045180495870338,3.0,3.9051476780460614e-05,0.3203935882865344,0.2574791557975878
2020-07-10 00:00:00+00:00,test,respirators,ACM-4 (independent),3,4791,65.0,5910326.0,65.0,0.006095677312520674,0.01168858275934043,0.9959526711409252,15.507807692307692,2.511090633903134,3,0.2011630205414502,3.0,5.611928024840118e-06,0.3285391481286988,0.286324443682052
2020-07-10 00:00:00+00:00,test,surgicalMasks,ACM-4 (independent),6,3379,2730.0,5584876.0,2730.0,0.007900333380845762,0.011242603550295858,0.9953017319693698,31.9773663003663,1.6547475749559084,6,0.2026915963420573,3.0,3.211564432470393e-05,0.327622551224348,0.2795178609176374
2020-07-10 00:00:00+00:00,test,faceShields,ACM-4 (independent),3,3419,95.0,2531082.0,95.0,0.014950566299304779,0.01956204379562044,0.9924139218623866,5.1795,4.622482334307992,3,0.20376363755733784,3.0,1.177585906847467e-05,0.3260784828201884,0.27767737499552325
2020-07-17 00:00:00+00:00,test,respirators,ACM-4 (independent),2,4887,15.0,5926504.0,15.0,0.006081587830585608,0.011868221812973194,0.9960249695845342,11.123833333333334,5.719552469135802,2,0.1959872353840373,3.0,2.2638732242452608e-05,0.32670934375920324,0.2753651007062082
2020-07-17 00:00:00+00:00,test,surgicalMasks,ACM-4 (independent),1,3454,20.0,5607950.0,20.0,0.007867805580707104,0.011287988422575976,0.9954030080269425,122.02849999999998,6.857303240740741,1,0.19099867205226845,3.0,4.1334819259442046e-05,0.32132226938678243,0.2400993496368666
2020-07-17 00:00:00+00:00,test,faceShields,ACM-4 (independent),3,3489,1202.0,2541115.0,1202.0,0.015357842458836478,0.020028612303290415,0.9922369924380241,5.527679700499169,5.9155838070807905,3,0.20189143711365926,3.0,2.4176064384984208e-05,0.32510490713884765,0.2657980401944221
2020-07-24 00:00:00+00:00,test,respirators,ACM-4 (independent),1,4893,500.0,5926685.0,500.0,0.00616523907302227,0.012058042100960556,0.9958977928138795,5.1795,6.0881944444444445,1,0.19567314489728133,3.0,2.8173350579085987e-05,0.3090644796891527,0.20194062760464104
2020-07-24 00:00:00+00:00,test,faceShields,ACM-4 (independent),1,3490,500.0,2539933.0,500.0,0.015551555717685534,0.02030892448512586,0.9921260036093713,5.1795,6.0881944444444445,1,0.2017754341598564,3.0,2.7333679820884527e-05,0.3089708910728023,0.20717039435145518
2020-04-03 00:00:00+00:00,calibration,respirators,ACM-3,1,24,20.0,48769.0,20.0,0.00041009657774405874,0.041666666666666664,0.9583333333333333,1237.3895,6.509027777777777,1,0.16679883750591412,5.0,4.728343694659909e-05,0.3532410354887874,0.31480155527035386
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-3,204,2438,21774.0,5187810.0,21774.0,0.0042009857686161655,0.007793273174733388,0.9974076168739505,151.20391880224125,4.661184150460625,204,0.19112836906039982,4.0,2.0689852429811584e-05,0.3532410354887874,0.3275307927151882
