date,node_id,region,node_name,admissions,all_beds_covid,mv_covid,ga_covid,ga_noncovid,ga_unoccupied,cc_covid,cc_noncovid,cc_unoccupied,ga_capacity,cc_capacity,_observed_admissions,_observed_all_beds_covid,_observed_mv_covid,_observed_ga_covid,_observed_ga_noncovid,_observed_ga_unoccupied,_observed_cc_covid,_observed_cc_noncovid,_observed_cc_unoccupied,mv_capacity_proxy
2020-11-25,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,11.0,79.0,12.0,66.0,813.0,50.0,12.0,24.0,2.0,929.0,38.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,38.0
2020-11-26,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,5.0,78.0,12.0,64.0,782.0,84.0,12.0,26.0,1.0,930.0,39.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39.0
2020-11-27,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,3.0,80.0,13.0,65.0,780.0,90.0,13.0,29.0,1.0,935.0,43.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,43.0
2020-11-28,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,4.0,70.0,11.0,57.0,773.0,114.0,11.0,30.0,1.0,944.0,42.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,42.0
2020-11-29,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,8.0,72.0,11.0,59.0,781.0,99.0,11.0,28.0,1.0,939.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.0
2020-11-30,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,13.0,76.0,12.0,62.0,784.0,100.0,12.0,24.0,2.0,946.0,38.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,38.0
2020-12-01,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,6.0,74.0,10.0,63.0,814.0,66.0,10.0,25.0,3.0,943.0,38.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,38.0
2020-12-02,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,11.0,78.0,11.0,66.0,802.0,64.0,11.0,23.0,2.0,932.0,36.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0
2020-12-03,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,20.0,71.0,10.0,60.0,834.0,59.0,10.0,25.0,3.0,953.0,38.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,38.0
2020-12-04,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,15.0,77.0,11.0,64.0,805.0,66.0,11.0,26.0,1.0,935.0,38.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,38.0
2020-12-05,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,9.0,84.0,12.0,70.0,804.0,63.0,12.0,25.0,0.0,937.0,37.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0
2020-12-06,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,14.0,89.0,14.0,73.0,794.0,70.0,14.0,19.0,0.0,937.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0
2020-12-07,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,6.0,91.0,15.0,74.0,783.0,84.0,15.0,24.0,1.0,941.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.0
2020-12-08,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,17.0,99.0,15.0,83.0,831.0,29.0,15.0,22.0,3.0,943.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.0
2020-12-09,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,4.0,98.0,13.0,83.0,823.0,49.0,13.0,27.0,1.0,955.0,41.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41.0
2020-12-10,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,8.0,101.0,15.0,82.0,831.0,31.0,15.0,24.0,2.0,944.0,41.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41.0
2020-12-11,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,10.0,97.0,13.0,83.0,825.0,29.0,13.0,27.0,1.0,937.0,41.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41.0
2020-12-12,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,11.0,98.0,13.0,84.0,810.0,27.0,13.0,28.0,0.0,921.0,41.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41.0
2020-12-13,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,8.0,99.0,13.0,85.0,803.0,30.0,13.0,22.0,3.0,918.0,38.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,38.0
2020-12-14,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,12.0,100.0,12.0,87.0,812.0,23.0,12.0,23.0,2.0,922.0,37.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0
2020-12-15,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,20.0,102.0,10.0,91.0,817.0,21.0,10.0,28.0,1.0,929.0,39.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39.0
2020-12-16,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,16.0,103.0,11.0,92.0,819.0,22.0,11.0,28.0,1.0,933.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.0
2020-12-17,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,7.0,116.0,11.0,105.0,802.0,31.0,11.0,27.0,3.0,938.0,41.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41.0
2020-12-18,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,7.0,119.0,11.0,108.0,796.0,30.0,11.0,25.0,1.0,934.0,37.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0
2020-12-19,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,3.0,117.0,11.0,106.0,780.0,45.0,11.0,25.0,1.0,931.0,37.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0
2020-12-20,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,7.0,113.0,12.0,101.0,799.0,46.0,12.0,22.0,2.0,946.0,36.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0
2020-12-21,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,10.0,107.0,12.0,95.0,818.0,30.0,12.0,22.0,2.0,943.0,36.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0
2020-12-22,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,25.0,112.0,12.0,99.0,810.0,26.0,12.0,26.0,3.0,935.0,41.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41.0
2020-12-23,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,9.0,106.0,11.0,94.0,782.0,54.0,11.0,29.0,3.0,930.0,43.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,43.0
2020-12-24,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,10.0,114.0,13.0,101.0,770.0,51.0,13.0,27.0,1.0,922.0,41.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41.0
2020-12-25,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,15.0,117.0,14.0,103.0,650.0,155.0,14.0,18.0,2.0,908.0,34.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,34.0
2020-12-26,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,21.0,122.0,14.0,107.0,723.0,90.0,14.0,16.0,2.0,920.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0
2020-12-27,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,13.0,128.0,10.0,117.0,758.0,60.0,10.0,20.0,2.0,935.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0
2020-12-28,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,14.0,133.0,12.0,120.0,777.0,36.0,12.0,16.0,2.0,933.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0
2020-12-29,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,19.0,148.0,15.0,131.0,762.0,36.0,15.0,13.0,3.0,929.0,31.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.0
2020-12-30,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,9.0,157.0,18.0,136.0,768.0,27.0,18.0,14.0,1.0,931.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0
2020-12-31,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,21.0,164.0,18.0,144.0,752.0,36.0,18.0,22.0,1.0,932.0,41.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41.0
2021-01-01,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,14.0,150.0,17.0,131.0,748.0,75.0,17.0,20.0,2.0,954.0,39.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39.0
2021-01-02,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,14.0,159.0,21.0,137.0,753.0,70.0,21.0,16.0,1.0,960.0,38.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,38.0
2021-01-03,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,15.0,156.0,24.0,131.0,769.0,59.0,24.0,12.0,2.0,959.0,38.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,38.0
2021-01-04,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,22.0,160.0,25.0,134.0,783.0,37.0,25.0,11.0,2.0,954.0,38.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,38.0
2021-01-05,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,22.0,172.0,25.0,146.0,769.0,39.0,25.0,15.0,1.0,954.0,41.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41.0
2021-01-06,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,29.0,167.0,24.0,142.0,788.0,26.0,24.0,22.0,2.0,956.0,48.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,48.0
2021-01-07,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,28.0,170.0,26.0,143.0,785.0,33.0,26.0,19.0,1.0,961.0,46.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,46.0
2021-01-08,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,16.0,184.0,25.0,159.0,761.0,28.0,25.0,19.0,1.0,948.0,45.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45.0
2021-01-09,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,18.0,188.0,22.0,166.0,769.0,23.0,22.0,16.0,1.0,958.0,39.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39.0
2021-01-10,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,23.0,192.0,22.0,170.0,773.0,16.0,22.0,16.0,0.0,959.0,38.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,38.0
2021-01-11,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,33.0,196.0,22.0,174.0,758.0,18.0,22.0,22.0,15.0,950.0,59.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,59.0
2021-01-12,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,34.0,202.0,27.0,171.0,744.0,25.0,27.0,23.0,9.0,940.0,59.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,59.0
2021-01-13,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,32.0,207.0,30.0,175.0,731.0,61.0,30.0,27.0,2.0,967.0,59.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,59.0
2021-01-14,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,19.0,209.0,33.0,174.0,752.0,35.0,33.0,26.0,6.0,961.0,65.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65.0
2021-01-15,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,32.0,225.0,33.0,187.0,714.0,54.0,33.0,24.0,8.0,955.0,65.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65.0
2021-01-16,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,39.0,231.0,39.0,188.0,694.0,65.0,39.0,21.0,11.0,947.0,71.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71.0
2021-01-17,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,29.0,241.0,42.0,194.0,697.0,55.0,42.0,21.0,8.0,946.0,71.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71.0
2021-01-18,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,22.0,258.0,43.0,211.0,685.0,40.0,43.0,19.0,9.0,936.0,71.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71.0
2021-01-19,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,34.0,262.0,40.0,220.0,704.0,24.0,40.0,24.0,7.0,948.0,71.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71.0
2021-01-20,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,34.0,247.0,40.0,205.0,700.0,38.0,40.0,22.0,9.0,943.0,71.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71.0
2021-01-21,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,24.0,248.0,37.0,209.0,702.0,44.0,37.0,22.0,12.0,955.0,71.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71.0
2021-01-22,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,31.0,258.0,36.0,219.0,694.0,49.0,36.0,24.0,11.0,962.0,71.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71.0
2021-01-23,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,12.0,246.0,40.0,204.0,699.0,53.0,40.0,21.0,10.0,956.0,71.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71.0
2021-01-24,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,11.0,249.0,39.0,208.0,713.0,41.0,39.0,21.0,11.0,962.0,71.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71.0
2021-01-25,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,22.0,241.0,39.0,200.0,704.0,52.0,39.0,23.0,17.0,956.0,79.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,79.0
2021-01-26,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,15.0,220.0,36.0,183.0,744.0,33.0,36.0,23.0,20.0,960.0,79.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,79.0
2021-01-27,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,25.0,223.0,36.0,184.0,731.0,34.0,36.0,29.0,14.0,949.0,79.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,79.0
2021-01-28,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,14.0,215.0,38.0,176.0,773.0,23.0,38.0,28.0,13.0,972.0,79.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,79.0
2021-01-29,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,23.0,214.0,42.0,172.0,747.0,42.0,42.0,29.0,8.0,961.0,79.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,79.0
2021-01-30,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,22.0,209.0,43.0,166.0,734.0,75.0,43.0,20.0,16.0,975.0,79.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,79.0
2021-01-31,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,10.0,212.0,40.0,172.0,730.0,78.0,40.0,21.0,18.0,980.0,79.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,79.0
2021-02-01,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,11.0,220.0,40.0,180.0,729.0,63.0,40.0,21.0,18.0,972.0,79.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,79.0
2021-02-02,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,14.0,207.0,34.0,173.0,724.0,67.0,34.0,25.0,20.0,964.0,79.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,79.0
2021-02-03,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,14.0,190.0,34.0,155.0,734.0,78.0,34.0,24.0,21.0,967.0,79.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,79.0
2021-02-04,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,23.0,184.0,34.0,149.0,749.0,72.0,34.0,23.0,22.0,970.0,79.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,79.0
2021-02-05,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,11.0,173.0,33.0,139.0,746.0,93.0,33.0,25.0,21.0,978.0,79.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,79.0
2021-02-06,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,10.0,175.0,32.0,142.0,692.0,107.0,32.0,25.0,22.0,941.0,79.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,79.0
2021-02-07,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,15.0,170.0,32.0,137.0,706.0,97.0,32.0,27.0,20.0,940.0,79.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,79.0
2021-02-08,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,12.0,177.0,32.0,144.0,718.0,66.0,32.0,25.0,22.0,928.0,79.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,79.0
2021-02-09,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,16.0,167.0,33.0,133.0,724.0,57.0,33.0,27.0,1.0,914.0,61.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,61.0
2021-02-10,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,13.0,159.0,30.0,128.0,734.0,59.0,30.0,25.0,6.0,921.0,61.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,61.0
2021-02-11,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,15.0,155.0,29.0,123.0,720.0,68.0,29.0,24.0,8.0,911.0,61.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,61.0
2021-02-12,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,7.0,150.0,28.0,119.0,731.0,48.0,28.0,26.0,7.0,898.0,61.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,61.0
2021-02-13,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,8.0,147.0,31.0,115.0,734.0,84.0,31.0,21.0,9.0,933.0,61.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,61.0
2021-02-14,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,8.0,144.0,31.0,111.0,751.0,70.0,31.0,23.0,7.0,932.0,61.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,61.0
2021-02-15,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,15.0,147.0,31.0,113.0,765.0,37.0,31.0,17.0,8.0,915.0,56.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,56.0
2021-02-16,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,6.0,142.0,29.0,112.0,776.0,46.0,29.0,26.0,1.0,934.0,56.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,56.0
2021-02-17,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,15.0,137.0,29.0,106.0,802.0,32.0,29.0,28.0,0.0,940.0,57.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,57.0
2021-02-18,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,13.0,131.0,30.0,99.0,810.0,23.0,30.0,24.0,4.0,932.0,58.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,58.0
2021-02-19,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,10.0,134.0,29.0,103.0,808.0,30.0,29.0,25.0,1.0,941.0,55.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55.0
2021-02-20,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,4.0,137.0,27.0,106.0,782.0,40.0,27.0,21.0,6.0,928.0,54.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,54.0
2021-02-21,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,6.0,129.0,25.0,101.0,793.0,28.0,25.0,20.0,8.0,922.0,53.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53.0
2021-02-22,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,11.0,133.0,25.0,105.0,809.0,8.0,25.0,17.0,11.0,922.0,53.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53.0
2021-02-23,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,13.0,140.0,25.0,112.0,809.0,8.0,25.0,17.0,11.0,929.0,53.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53.0
2021-02-24,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,13.0,126.0,21.0,103.0,798.0,19.0,21.0,24.0,8.0,920.0,53.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53.0
2021-02-25,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,10.0,125.0,21.0,102.0,798.0,23.0,21.0,24.0,8.0,923.0,53.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53.0
2021-02-26,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,9.0,119.0,20.0,98.0,813.0,18.0,20.0,25.0,8.0,929.0,53.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53.0
2021-02-27,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,2.0,113.0,20.0,92.0,813.0,19.0,20.0,21.0,12.0,924.0,53.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53.0
2021-02-28,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,1.0,113.0,21.0,90.0,813.0,24.0,21.0,23.0,9.0,927.0,53.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53.0
2021-03-01,RKB,Midlands,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,3.0,108.0,21.0,85.0,817.0,18.0,21.0,21.0,11.0,920.0,53.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53.0
