date,node_id,region,node_name,admissions,all_beds_covid,mv_covid,ga_covid,ga_noncovid,ga_unoccupied,cc_covid,cc_noncovid,cc_unoccupied,ga_capacity,cc_capacity,_observed_admissions,_observed_all_beds_covid,_observed_mv_covid,_observed_ga_covid,_observed_ga_noncovid,_observed_ga_unoccupied,_observed_cc_covid,_observed_cc_noncovid,_observed_cc_unoccupied,mv_capacity_proxy
2020-11-17,R1H,London,BARTS HEALTH NHS TRUST,20.0,166.0,33.0,115.0,1111.0,77.0,51.0,89.0,38.0,1303.0,178.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,178.0
2020-11-18,R1H,London,BARTS HEALTH NHS TRUST,25.0,161.0,34.0,111.0,1107.0,94.0,50.0,99.0,31.0,1312.0,180.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,180.0
2020-11-19,R1H,London,BARTS HEALTH NHS TRUST,29.0,160.0,32.0,113.0,1112.0,80.0,47.0,92.0,37.0,1305.0,176.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,176.0
2020-11-20,R1H,London,BARTS HEALTH NHS TRUST,9.0,169.0,34.0,117.0,1101.0,80.0,50.0,81.0,47.0,1298.0,178.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,178.0
2020-11-21,R1H,London,BARTS HEALTH NHS TRUST,25.0,191.0,39.0,133.0,1055.0,117.0,57.0,72.0,42.0,1305.0,171.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,171.0
2020-11-22,R1H,London,BARTS HEALTH NHS TRUST,23.0,191.0,36.0,135.0,1068.0,104.0,54.0,82.0,43.0,1307.0,179.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,179.0
2020-11-23,R1H,London,BARTS HEALTH NHS TRUST,12.0,201.0,34.0,156.0,1001.0,143.0,44.0,88.0,41.0,1300.0,173.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,173.0
2020-11-24,R1H,London,BARTS HEALTH NHS TRUST,20.0,202.0,36.0,155.0,1071.0,84.0,46.0,94.0,39.0,1310.0,179.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,179.0
2020-11-25,R1H,London,BARTS HEALTH NHS TRUST,24.0,196.0,38.0,141.0,1111.0,51.0,55.0,92.0,37.0,1303.0,184.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,184.0
2020-11-26,R1H,London,BARTS HEALTH NHS TRUST,25.0,202.0,41.0,147.0,1064.0,69.0,54.0,87.0,37.0,1280.0,178.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,178.0
2020-11-27,R1H,London,BARTS HEALTH NHS TRUST,20.0,196.0,38.0,142.0,1095.0,64.0,54.0,94.0,32.0,1301.0,180.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,180.0
2020-11-28,R1H,London,BARTS HEALTH NHS TRUST,14.0,201.0,37.0,147.0,1070.0,93.0,53.0,93.0,34.0,1310.0,180.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,180.0
2020-11-29,R1H,London,BARTS HEALTH NHS TRUST,17.0,203.0,38.0,136.0,1097.0,81.0,66.0,85.0,34.0,1314.0,185.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,185.0
2020-11-30,R1H,London,BARTS HEALTH NHS TRUST,22.0,203.0,40.0,143.0,1107.0,95.0,59.0,81.0,39.0,1345.0,179.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,179.0
2020-12-01,R1H,London,BARTS HEALTH NHS TRUST,16.0,209.0,39.0,148.0,1113.0,60.0,61.0,85.0,33.0,1321.0,179.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,179.0
2020-12-02,R1H,London,BARTS HEALTH NHS TRUST,17.0,198.0,40.0,139.0,1085.0,79.0,59.0,92.0,38.0,1303.0,189.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,189.0
2020-12-03,R1H,London,BARTS HEALTH NHS TRUST,16.0,198.0,36.0,138.0,1060.0,94.0,60.0,91.0,35.0,1292.0,186.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,186.0
2020-12-04,R1H,London,BARTS HEALTH NHS TRUST,13.0,192.0,36.0,138.0,1061.0,102.0,54.0,94.0,41.0,1301.0,189.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,189.0
2020-12-05,R1H,London,BARTS HEALTH NHS TRUST,18.0,203.0,36.0,149.0,1030.0,128.0,54.0,98.0,19.0,1307.0,171.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,171.0
2020-12-06,R1H,London,BARTS HEALTH NHS TRUST,29.0,196.0,34.0,138.0,1048.0,114.0,58.0,89.0,24.0,1300.0,171.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,171.0
2020-12-07,R1H,London,BARTS HEALTH NHS TRUST,42.0,201.0,35.0,141.0,1084.0,98.0,59.0,82.0,35.0,1323.0,176.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,176.0
2020-12-08,R1H,London,BARTS HEALTH NHS TRUST,37.0,213.0,34.0,154.0,1113.0,109.0,58.0,94.0,30.0,1376.0,182.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,182.0
2020-12-09,R1H,London,BARTS HEALTH NHS TRUST,36.0,227.0,37.0,165.0,1093.0,120.0,61.0,103.0,25.0,1378.0,189.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,189.0
2020-12-10,R1H,London,BARTS HEALTH NHS TRUST,43.0,248.0,36.0,180.0,1075.0,97.0,67.0,99.0,27.0,1352.0,193.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,193.0
2020-12-11,R1H,London,BARTS HEALTH NHS TRUST,50.0,262.0,43.0,192.0,1060.0,109.0,67.0,96.0,30.0,1361.0,193.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,193.0
2020-12-12,R1H,London,BARTS HEALTH NHS TRUST,46.0,262.0,42.0,194.0,1041.0,118.0,65.0,95.0,31.0,1353.0,191.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,191.0
2020-12-13,R1H,London,BARTS HEALTH NHS TRUST,69.0,286.0,46.0,216.0,1044.0,86.0,68.0,92.0,23.0,1346.0,183.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,183.0
2020-12-14,R1H,London,BARTS HEALTH NHS TRUST,47.0,318.0,52.0,238.0,1003.0,93.0,78.0,80.0,23.0,1334.0,181.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,181.0
2020-12-15,R1H,London,BARTS HEALTH NHS TRUST,35.0,364.0,51.0,301.0,957.0,60.0,61.0,79.0,28.0,1318.0,168.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,168.0
2020-12-16,R1H,London,BARTS HEALTH NHS TRUST,7.0,370.0,50.0,317.0,909.0,57.0,50.0,67.0,11.0,1283.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,128.0
2020-12-17,R1H,London,BARTS HEALTH NHS TRUST,57.0,366.0,45.0,317.0,942.0,77.0,45.0,75.0,12.0,1336.0,132.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,132.0
2020-12-18,R1H,London,BARTS HEALTH NHS TRUST,51.0,330.0,43.0,284.0,954.0,104.0,43.0,77.0,14.0,1342.0,134.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,134.0
2020-12-19,R1H,London,BARTS HEALTH NHS TRUST,82.0,378.0,45.0,329.0,863.0,150.0,45.0,69.0,16.0,1342.0,130.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130.0
2020-12-20,R1H,London,BARTS HEALTH NHS TRUST,53.0,359.0,55.0,300.0,933.0,99.0,55.0,66.0,10.0,1332.0,131.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,131.0
2020-12-21,R1H,London,BARTS HEALTH NHS TRUST,89.0,465.0,55.0,402.0,812.0,128.0,55.0,59.0,13.0,1342.0,127.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,127.0
2020-12-22,R1H,London,BARTS HEALTH NHS TRUST,66.0,456.0,60.0,389.0,835.0,117.0,60.0,64.0,6.0,1341.0,130.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130.0
2020-12-23,R1H,London,BARTS HEALTH NHS TRUST,63.0,488.0,64.0,416.0,781.0,145.0,64.0,66.0,5.0,1342.0,135.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,135.0
2020-12-24,R1H,London,BARTS HEALTH NHS TRUST,65.0,486.0,69.0,413.0,752.0,177.0,69.0,63.0,6.0,1342.0,138.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,138.0
2020-12-25,R1H,London,BARTS HEALTH NHS TRUST,81.0,490.0,72.0,414.0,740.0,142.0,72.0,69.0,7.0,1296.0,148.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,148.0
2020-12-26,R1H,London,BARTS HEALTH NHS TRUST,89.0,519.0,71.0,440.0,699.0,166.0,71.0,58.0,8.0,1305.0,137.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,137.0
2020-12-27,R1H,London,BARTS HEALTH NHS TRUST,81.0,562.0,78.0,478.0,720.0,107.0,78.0,51.0,4.0,1305.0,133.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,133.0
2020-12-28,R1H,London,BARTS HEALTH NHS TRUST,108.0,597.0,86.0,505.0,707.0,121.0,86.0,51.0,8.0,1333.0,145.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,145.0
2020-12-29,R1H,London,BARTS HEALTH NHS TRUST,98.0,638.0,94.0,539.0,696.0,105.0,93.0,48.0,9.0,1340.0,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,150.0
2020-12-30,R1H,London,BARTS HEALTH NHS TRUST,90.0,680.0,99.0,575.0,629.0,107.0,97.0,49.0,5.0,1311.0,151.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,151.0
2020-12-31,R1H,London,BARTS HEALTH NHS TRUST,85.0,701.0,100.0,593.0,604.0,114.0,99.0,49.0,7.0,1311.0,155.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,155.0
2021-01-01,R1H,London,BARTS HEALTH NHS TRUST,106.0,696.0,99.0,591.0,595.0,125.0,98.0,57.0,2.0,1311.0,157.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,157.0
2021-01-02,R1H,London,BARTS HEALTH NHS TRUST,109.0,720.0,114.0,601.0,622.0,88.0,114.0,45.0,3.0,1311.0,162.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,162.0
2021-01-03,R1H,London,BARTS HEALTH NHS TRUST,99.0,770.0,125.0,632.0,566.0,115.0,120.0,28.0,6.0,1313.0,154.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,154.0
2021-01-04,R1H,London,BARTS HEALTH NHS TRUST,97.0,804.0,130.0,655.0,575.0,100.0,127.0,42.0,2.0,1330.0,171.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,171.0
2021-01-05,R1H,London,BARTS HEALTH NHS TRUST,104.0,830.0,138.0,674.0,574.0,65.0,135.0,41.0,1.0,1313.0,177.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,177.0
2021-01-06,R1H,London,BARTS HEALTH NHS TRUST,101.0,824.0,142.0,659.0,716.0,76.0,142.0,43.0,3.0,1451.0,188.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,188.0
2021-01-07,R1H,London,BARTS HEALTH NHS TRUST,90.0,831.0,149.0,658.0,559.0,75.0,149.0,45.0,3.0,1292.0,197.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,197.0
2021-01-08,R1H,London,BARTS HEALTH NHS TRUST,85.0,823.0,147.0,663.0,599.0,48.0,146.0,49.0,2.0,1310.0,197.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,197.0
2021-01-09,R1H,London,BARTS HEALTH NHS TRUST,80.0,818.0,150.0,660.0,557.0,85.0,149.0,46.0,3.0,1302.0,198.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,198.0
2021-01-10,R1H,London,BARTS HEALTH NHS TRUST,84.0,823.0,157.0,658.0,587.0,84.0,157.0,42.0,4.0,1329.0,203.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,203.0
2021-01-11,R1H,London,BARTS HEALTH NHS TRUST,110.0,828.0,162.0,657.0,572.0,90.0,161.0,38.0,1.0,1319.0,200.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0
2021-01-12,R1H,London,BARTS HEALTH NHS TRUST,98.0,824.0,157.0,660.0,603.0,75.0,156.0,39.0,1.0,1338.0,196.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,196.0
2021-01-13,R1H,London,BARTS HEALTH NHS TRUST,89.0,828.0,160.0,660.0,599.0,85.0,159.0,44.0,1.0,1344.0,204.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,204.0
2021-01-14,R1H,London,BARTS HEALTH NHS TRUST,88.0,835.0,160.0,668.0,592.0,96.0,159.0,45.0,2.0,1356.0,206.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,206.0
2021-01-15,R1H,London,BARTS HEALTH NHS TRUST,54.0,832.0,165.0,660.0,599.0,80.0,164.0,44.0,2.0,1339.0,210.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,210.0
2021-01-16,R1H,London,BARTS HEALTH NHS TRUST,81.0,822.0,166.0,648.0,613.0,129.0,166.0,40.0,17.0,1390.0,223.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,223.0
2021-01-17,R1H,London,BARTS HEALTH NHS TRUST,87.0,792.0,169.0,617.0,607.0,93.0,165.0,36.0,12.0,1317.0,213.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,213.0
2021-01-18,R1H,London,BARTS HEALTH NHS TRUST,73.0,813.0,172.0,631.0,603.0,105.0,171.0,38.0,4.0,1339.0,213.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,213.0
2021-01-19,R1H,London,BARTS HEALTH NHS TRUST,74.0,826.0,177.0,640.0,600.0,107.0,176.0,37.0,3.0,1347.0,216.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,216.0
2021-01-20,R1H,London,BARTS HEALTH NHS TRUST,70.0,797.0,175.0,614.0,630.0,92.0,174.0,42.0,5.0,1336.0,221.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,221.0
2021-01-21,R1H,London,BARTS HEALTH NHS TRUST,67.0,761.0,179.0,575.0,676.0,92.0,178.0,45.0,3.0,1343.0,226.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,226.0
2021-01-22,R1H,London,BARTS HEALTH NHS TRUST,80.0,747.0,177.0,561.0,648.0,103.0,176.0,44.0,5.0,1312.0,225.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,225.0
2021-01-23,R1H,London,BARTS HEALTH NHS TRUST,48.0,734.0,167.0,558.0,685.0,60.0,167.0,52.0,6.0,1303.0,225.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,225.0
2021-01-24,R1H,London,BARTS HEALTH NHS TRUST,52.0,733.0,182.0,542.0,636.0,137.0,182.0,53.0,4.0,1315.0,239.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,239.0
2021-01-25,R1H,London,BARTS HEALTH NHS TRUST,49.0,700.0,168.0,525.0,673.0,118.0,168.0,45.0,4.0,1316.0,217.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,217.0
2021-01-26,R1H,London,BARTS HEALTH NHS TRUST,47.0,685.0,166.0,511.0,668.0,139.0,166.0,46.0,6.0,1318.0,218.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,218.0
2021-01-27,R1H,London,BARTS HEALTH NHS TRUST,63.0,658.0,167.0,483.0,688.0,116.0,167.0,42.0,8.0,1287.0,217.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,217.0
2021-01-28,R1H,London,BARTS HEALTH NHS TRUST,56.0,649.0,160.0,478.0,676.0,156.0,160.0,48.0,1.0,1310.0,209.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,209.0
2021-01-29,R1H,London,BARTS HEALTH NHS TRUST,42.0,633.0,161.0,461.0,657.0,157.0,161.0,46.0,7.0,1275.0,214.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,214.0
2021-01-30,R1H,London,BARTS HEALTH NHS TRUST,36.0,632.0,159.0,463.0,695.0,101.0,159.0,51.0,17.0,1259.0,227.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,227.0
2021-01-31,R1H,London,BARTS HEALTH NHS TRUST,33.0,625.0,154.0,462.0,686.0,164.0,153.0,51.0,8.0,1312.0,212.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,212.0
2021-02-01,R1H,London,BARTS HEALTH NHS TRUST,50.0,625.0,158.0,456.0,719.0,133.0,158.0,44.0,7.0,1308.0,209.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,209.0
2021-02-02,R1H,London,BARTS HEALTH NHS TRUST,46.0,597.0,153.0,434.0,750.0,111.0,153.0,47.0,7.0,1295.0,207.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,207.0
2021-02-03,R1H,London,BARTS HEALTH NHS TRUST,23.0,589.0,153.0,426.0,755.0,102.0,153.0,45.0,7.0,1283.0,205.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,205.0
2021-02-04,R1H,London,BARTS HEALTH NHS TRUST,32.0,572.0,150.0,414.0,807.0,71.0,150.0,44.0,10.0,1292.0,204.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,204.0
2021-02-05,R1H,London,BARTS HEALTH NHS TRUST,20.0,545.0,149.0,388.0,775.0,111.0,149.0,39.0,9.0,1274.0,197.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,197.0
2021-02-06,R1H,London,BARTS HEALTH NHS TRUST,16.0,511.0,150.0,352.0,795.0,75.0,150.0,52.0,14.0,1222.0,216.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,216.0
2021-02-07,R1H,London,BARTS HEALTH NHS TRUST,22.0,511.0,145.0,358.0,750.0,158.0,144.0,54.0,14.0,1266.0,212.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,212.0
2021-02-08,R1H,London,BARTS HEALTH NHS TRUST,37.0,487.0,141.0,339.0,769.0,169.0,141.0,43.0,14.0,1277.0,198.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,198.0
2021-02-09,R1H,London,BARTS HEALTH NHS TRUST,14.0,480.0,141.0,331.0,766.0,180.0,141.0,46.0,20.0,1277.0,207.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,207.0
2021-02-10,R1H,London,BARTS HEALTH NHS TRUST,19.0,473.0,136.0,329.0,784.0,167.0,136.0,53.0,22.0,1280.0,211.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,211.0
2021-02-11,R1H,London,BARTS HEALTH NHS TRUST,13.0,451.0,132.0,311.0,786.0,157.0,132.0,57.0,13.0,1254.0,202.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,202.0
2021-02-12,R1H,London,BARTS HEALTH NHS TRUST,19.0,427.0,129.0,290.0,746.0,226.0,129.0,57.0,18.0,1262.0,204.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,204.0
2021-02-13,R1H,London,BARTS HEALTH NHS TRUST,8.0,309.0,136.0,165.0,747.0,90.0,136.0,58.0,17.0,1002.0,211.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,211.0
2021-02-14,R1H,London,BARTS HEALTH NHS TRUST,9.0,390.0,118.0,263.0,842.0,136.0,118.0,55.0,28.0,1241.0,201.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,201.0
2021-02-15,R1H,London,BARTS HEALTH NHS TRUST,13.0,378.0,113.0,256.0,864.0,115.0,113.0,58.0,27.0,1235.0,198.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,198.0
2021-02-16,R1H,London,BARTS HEALTH NHS TRUST,17.0,362.0,111.0,243.0,874.0,122.0,111.0,63.0,20.0,1239.0,194.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,194.0
2021-02-17,R1H,London,BARTS HEALTH NHS TRUST,7.0,348.0,104.0,237.0,883.0,117.0,104.0,64.0,13.0,1237.0,181.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,181.0
2021-02-18,R1H,London,BARTS HEALTH NHS TRUST,12.0,329.0,94.0,229.0,909.0,146.0,94.0,58.0,14.0,1284.0,166.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,166.0
2021-02-19,R1H,London,BARTS HEALTH NHS TRUST,14.0,301.0,88.0,207.0,837.0,221.0,88.0,61.0,21.0,1265.0,170.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,170.0
2021-02-20,R1H,London,BARTS HEALTH NHS TRUST,13.0,301.0,84.0,211.0,852.0,163.0,84.0,67.0,19.0,1226.0,170.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,170.0
2021-02-21,R1H,London,BARTS HEALTH NHS TRUST,7.0,283.0,87.0,191.0,864.0,188.0,86.0,59.0,26.0,1243.0,171.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,171.0
2021-02-22,R1H,London,BARTS HEALTH NHS TRUST,12.0,290.0,81.0,203.0,911.0,120.0,81.0,61.0,26.0,1234.0,168.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,168.0
2021-02-23,R1H,London,BARTS HEALTH NHS TRUST,10.0,273.0,79.0,188.0,932.0,146.0,79.0,64.0,26.0,1266.0,169.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,169.0
2021-02-24,R1H,London,BARTS HEALTH NHS TRUST,6.0,265.0,79.0,180.0,944.0,128.0,79.0,67.0,16.0,1252.0,162.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,162.0
2021-02-25,R1H,London,BARTS HEALTH NHS TRUST,10.0,247.0,74.0,167.0,931.0,130.0,74.0,67.0,16.0,1228.0,157.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,157.0
2021-02-26,R1H,London,BARTS HEALTH NHS TRUST,1.0,239.0,74.0,160.0,924.0,140.0,74.0,71.0,13.0,1224.0,158.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,158.0
2021-02-27,R1H,London,BARTS HEALTH NHS TRUST,4.0,235.0,73.0,157.0,913.0,167.0,73.0,74.0,17.0,1237.0,164.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,164.0
2021-02-28,R1H,London,BARTS HEALTH NHS TRUST,13.0,229.5,69.5,155.0,935.0,155.5,69.5,77.0,12.5,1245.5,159.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0
2021-03-01,R1H,London,BARTS HEALTH NHS TRUST,8.0,224.0,66.0,153.0,957.0,144.0,66.0,80.0,8.0,1254.0,154.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,154.0
2021-03-02,R1H,London,BARTS HEALTH NHS TRUST,10.0,219.0,65.0,148.0,960.0,132.0,65.0,80.0,14.0,1240.0,159.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159.0
2021-03-03,R1H,London,BARTS HEALTH NHS TRUST,4.0,202.0,59.0,138.0,1034.0,103.0,59.0,69.0,20.0,1275.0,148.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,148.0
2021-03-04,R1H,London,BARTS HEALTH NHS TRUST,8.0,204.0,58.0,141.0,1014.0,115.0,58.0,70.0,15.0,1270.0,143.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,143.0
2021-03-05,R1H,London,BARTS HEALTH NHS TRUST,7.0,190.0,53.0,133.0,1078.0,64.0,53.0,78.0,21.0,1275.0,152.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,152.0
2021-03-06,R1H,London,BARTS HEALTH NHS TRUST,7.0,177.0,53.0,120.0,951.0,175.0,53.0,76.0,21.0,1246.0,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,150.0
2021-03-07,R1H,London,BARTS HEALTH NHS TRUST,3.0,177.0,49.0,124.0,960.0,187.0,49.0,75.0,25.0,1271.0,149.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,149.0
2021-03-08,R1H,London,BARTS HEALTH NHS TRUST,3.0,180.0,48.0,127.0,1060.0,66.0,48.0,78.0,21.0,1253.0,147.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,147.0
2021-03-09,R1H,London,BARTS HEALTH NHS TRUST,11.0,171.0,44.0,122.0,1052.0,88.0,44.0,80.0,20.0,1262.0,144.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,144.0
2021-03-10,R1H,London,BARTS HEALTH NHS TRUST,5.0,161.0,41.0,115.0,1029.0,95.0,41.0,86.0,19.0,1239.0,146.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,146.0
2021-03-11,R1H,London,BARTS HEALTH NHS TRUST,4.0,155.0,44.0,107.0,999.0,127.0,44.0,78.0,20.0,1233.0,142.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,142.0
2021-03-12,R1H,London,BARTS HEALTH NHS TRUST,4.0,151.0,39.0,108.0,1012.0,145.0,39.0,82.0,19.0,1265.0,140.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,140.0
2021-03-13,R1H,London,BARTS HEALTH NHS TRUST,4.0,137.0,39.0,94.0,988.0,146.0,39.0,79.0,21.0,1228.0,139.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,139.0
2021-03-14,R1H,London,BARTS HEALTH NHS TRUST,5.0,134.0,38.0,92.0,1012.0,117.0,38.0,82.0,19.0,1221.0,139.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,139.0
2021-03-15,R1H,London,BARTS HEALTH NHS TRUST,0.0,135.0,36.0,95.0,1061.0,118.0,36.0,76.0,26.0,1274.0,138.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,138.0
