date,node_id,region,ccn,node_name,address,city,zip,hospital_subtype,fips_code,geocoded_hospital_address,hhs_ids,publication_date,is_metro_micro,total_beds_7_day_sum,all_adult_hospital_beds_7_day_sum,all_adult_hospital_inpatient_beds_7_day_sum,inpatient_beds_used_7_day_sum,all_adult_hospital_inpatient_bed_occupied_7_day_sum,total_adult_patients_hosp_confirmed_suspected_covid_7d_sum,total_adult_patients_hospitalized_confirmed_covid_7_day_sum,total_pediatric_patients_hosp_confirmed_suspected_covid_7d_sum,total_pediatric_patients_hospitalized_confirmed_covid_7_day_sum,inpatient_beds_7_day_sum,total_icu_beds_7_day_sum,total_staffed_adult_icu_beds_7_day_sum,icu_beds_used_7_day_sum,staffed_adult_icu_bed_occupancy_7_day_sum,staffed_icu_adult_patients_confirmed_suspected_covid_7d_sum,staffed_icu_adult_patients_confirmed_covid_7_day_sum,total_patients_hospitalized_confirmed_influenza_7_day_sum,icu_patients_confirmed_influenza_7_day_sum,total_patients_hosp_confirmed_influenza_and_covid_7d_sum,total_beds_7_day_coverage,all_adult_hospital_beds_7_day_coverage,all_adult_hospital_inpatient_beds_7_day_coverage,inpatient_beds_used_7_day_coverage,all_adult_hospital_inpatient_bed_occupied_7_day_coverage,total_adult_patients_hosp_confirmed_suspected_covid_7d_cov,total_adult_patients_hospitalized_confirmed_covid_7_day_coverage,total_pediatric_patients_hosp_confirmed_suspected_covid_7d_cov,total_pediatric_patients_hosp_confirmed_covid_7d_cov,inpatient_beds_7_day_coverage,total_icu_beds_7_day_coverage,total_staffed_adult_icu_beds_7_day_coverage,icu_beds_used_7_day_coverage,staffed_adult_icu_bed_occupancy_7_day_coverage,staffed_icu_adult_patients_confirmed_suspected_covid_7d_cov,staffed_icu_adult_patients_confirmed_covid_7_day_coverage,total_patients_hospitalized_confirmed_influenza_7_day_coverage,icu_patients_confirmed_influenza_7_day_coverage,total_patients_hosp_confirmed_influenza_and_covid_7d_cov,previous_day_admission_adult_covid_confirmed_7_day_sum,previous_day_admission_adult_covid_confirmed_18_19_7_day_sum,previous_day_admission_adult_covid_confirmed_20_29_7_day_sum,previous_day_admission_adult_covid_confirmed_30_39_7_day_sum,previous_day_admission_adult_covid_confirmed_40_49_7_day_sum,previous_day_admission_adult_covid_confirmed_50_59_7_day_sum,previous_day_admission_adult_covid_confirmed_60_69_7_day_sum,previous_day_admission_adult_covid_confirmed_70_79_7_day_sum,previous_day_admission_adult_covid_confirmed_80plus_7_day_sum,previous_day_admission_adult_covid_confirmed_unknown_7_day_sum,previous_day_admission_pediatric_covid_confirmed_7_day_sum,previous_day_covid_ed_visits_7_day_sum,previous_day_admission_adult_covid_suspected_7_day_sum,previous_day_admission_adult_covid_suspected_18_19_7_day_sum,previous_day_admission_adult_covid_suspected_20_29_7_day_sum,previous_day_admission_adult_covid_suspected_30_39_7_day_sum,previous_day_admission_adult_covid_suspected_40_49_7_day_sum,previous_day_admission_adult_covid_suspected_50_59_7_day_sum,previous_day_admission_adult_covid_suspected_60_69_7_day_sum,previous_day_admission_adult_covid_suspected_70_79_7_day_sum,previous_day_admission_adult_covid_suspected_80plus_7_day_sum,previous_day_admission_adult_covid_suspected_unknown_7_day_sum,previous_day_admission_pediatric_covid_suspected_7_day_sum,previous_day_total_ed_visits_7_day_sum,previous_day_admission_influenza_confirmed_7_day_sum,is_corrected,previous_day_admission_adult_covid_confirmed_7_day_coverage,previous_day_admission_adult_covid_suspected_7_day_coverage,previous_day_admission_pediatric_covid_confirmed_7_day_coverage,previous_day_admission_pediatric_covid_suspected_7_day_coverage,previous_week_patients_covid_vaccinated_doses_all_7_day,previous_week_patients_covid_vaccinated_doses_all_7_day_sum,previous_week_patients_covid_vaccinated_doses_one_7_day,previous_week_patients_covid_vaccinated_doses_one_7_day_sum,previous_week_personnel_covid_vaccd_doses_administered_7_day,previous_week_personnel_covid_vaccd_doses_administered_7_day_sum,total_personnel_covid_vaccinated_doses_all_7_day,total_personnel_covid_vaccinated_doses_all_7_day_sum,total_personnel_covid_vaccinated_doses_none_7_day,total_personnel_covid_vaccinated_doses_none_7_day_sum,total_personnel_covid_vaccinated_doses_one_7_day,total_personnel_covid_vaccinated_doses_one_7_day_sum,total_beds_7_day_avg,all_adult_hospital_beds_7_day_avg,all_adult_hospital_inpatient_beds_7_day_avg,inpatient_beds_used_7_day_avg,all_adult_hospital_inpatient_bed_occupied_7_day_avg,total_adult_patients_hosp_confirmed_suspected_covid_7d_avg,total_adult_patients_hospitalized_confirmed_covid_7_day_avg,total_pediatric_patients_hosp_confirmed_suspected_covid_7d_avg,total_pediatric_patients_hospitalized_confirmed_covid_7_day_avg,inpatient_beds_7_day_avg,total_icu_beds_7_day_avg,total_staffed_adult_icu_beds_7_day_avg,icu_beds_used_7_day_avg,staffed_adult_icu_bed_occupancy_7_day_avg,staffed_icu_adult_patients_confirmed_suspected_covid_7d_avg,staffed_icu_adult_patients_confirmed_covid_7_day_avg,total_patients_hospitalized_confirmed_influenza_7_day_avg,icu_patients_confirmed_influenza_7_day_avg,total_patients_hosp_confirmed_influenza_and_covid_7d_avg,_observed_total_staffed_adult_icu_beds_7_day_avg,_observed_staffed_adult_icu_bed_occupancy_7_day_avg,_observed_staffed_icu_adult_patients_confirmed_covid_7_day_avg,_observed_previous_day_admission_adult_covid_confirmed_7_day_sum,_observed_previous_day_admission_adult_covid_suspected_7_day_sum
2021-03-26,050373,CA,50373.0,LAC+USC MEDICAL CENTER,,,90033.0,,6037.0,,,20230623.0,1.0,4468.0,4061.0,3922.0,3537.0,3321.0,297.0,287.0,12.0,7.0,4329.0,966.0,700.0,772.0,599.0,61.0,59.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,64.0,,,14.0,11.0,14.0,11.0,5.0,5.0,0.0,,104.0,9.333333333333334,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,2723.0,0.0,0.0,7.0,7.0,7.0,7.0,262.0,,405.0,,119.0,,6900.0,,7586.0,,336.0,,638.3,580.1,560.3,505.3,474.4,42.4,41.0,,,618.4,138.0,100.0,110.3,85.6,8.7,8.4,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
2021-04-02,050373,CA,50373.0,LAC+USC MEDICAL CENTER,,,90033.0,,6037.0,,,20230623.0,1.0,4355.0,3940.0,3841.0,3528.0,3301.0,249.0,235.0,,0.0,4256.0,939.0,669.0,756.0,587.0,33.0,28.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,43.0,0.0,7.0,,9.0,9.0,7.0,,5.0,0.0,0.0,94.0,6.666666666666667,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2813.0,0.0,0.0,7.0,7.0,7.0,7.0,,,,,,,,,,,,,622.1,562.9,548.7,504.0,471.6,35.6,33.6,,0.0,608.0,134.1,95.6,108.0,83.9,4.7,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
2021-04-09,050373,CA,50373.0,LAC+USC MEDICAL CENTER,,,90033.0,,6037.0,,,20230623.0,1.0,5017.0,4596.0,4477.0,3999.0,3786.0,197.0,184.0,0.0,0.0,4898.0,2020.0,1711.0,1234.0,1078.0,25.0,25.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,59.0,,10.0,9.0,13.0,15.0,7.0,,,0.0,17.0,126.0,4.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,3016.0,0.0,0.0,7.0,7.0,7.0,7.0,2385.0,,1065.0,,118.0,,7050.0,,7506.0,,301.0,,716.7,656.6,639.6,571.3,540.9,28.1,26.3,0.0,0.0,699.7,288.6,244.4,176.3,154.0,,4.3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
2021-04-16,050373,CA,50373.0,LAC+USC MEDICAL CENTER,,,90033.0,,6037.0,,,20230623.0,1.0,4480.0,4049.0,3916.0,3311.0,3122.0,203.0,189.0,,0.0,4347.0,948.0,677.0,692.0,547.0,24.0,24.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,33.0,,4.0,6.0,6.0,6.0,8.0,0.0,,0.0,,92.0,6.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,2962.0,0.0,0.0,7.0,7.0,7.0,7.0,876.0,,767.0,,19.0,,7091.0,,7452.0,,271.0,,640.0,578.4,559.4,473.0,446.0,29.0,27.0,,0.0,621.0,135.4,96.7,98.9,78.1,,4.6000000000000005,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
2021-04-23,050373,CA,50373.0,LAC+USC MEDICAL CENTER,,,90033.0,,6037.0,,,20230623.0,1.0,4409.0,3979.0,3851.0,3496.0,3234.0,201.0,194.0,8.0,7.0,4281.0,952.0,680.0,776.0,590.0,35.0,34.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,49.0,0.0,4.0,11.0,11.0,12.0,9.0,,0.0,0.0,,107.0,6.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2988.0,0.0,0.0,7.0,7.0,7.0,7.0,1063.0,,483.0,,61.0,,7405.0,,8187.0,,272.0,,629.9,568.4,550.1,499.4,462.0,28.7,27.7,,,611.6,136.0,97.1,110.9,84.3,5.0,4.9,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
2021-04-30,050373,CA,50373.0,LAC+USC MEDICAL CENTER,,,90033.0,,6037.0,,,20230623.0,1.0,4451.0,4045.0,3910.0,3432.0,3194.0,185.0,176.0,11.0,10.0,4316.0,977.0,704.0,705.0,543.0,27.0,26.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,47.0,,10.0,5.0,7.0,10.0,10.0,4.0,0.0,0.0,,84.0,6.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,3008.0,0.0,0.0,7.0,7.0,7.0,7.0,868.0,,479.0,,85.0,,7348.0,,7823.0,,238.0,,635.9,577.9,558.6,490.3,456.3,26.4,25.1,,,616.6,139.6,100.6,100.7,77.6,,5.15,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
2021-05-07,050373,CA,50373.0,LAC+USC MEDICAL CENTER,,,90033.0,,6037.0,,,20230623.0,1.0,4400.0,3964.0,3857.0,3467.0,3269.0,197.0,190.0,7.0,7.0,4293.0,944.0,665.0,689.0,548.0,38.0,38.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,47.0,0.0,6.0,5.0,9.0,18.0,4.0,,,0.0,0.0,88.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2935.0,0.0,0.0,7.0,7.0,7.0,7.0,709.0,,300.0,,43.0,,7433.0,,7756.0,,238.0,,628.6,566.3,551.0,495.3,467.0,28.1,27.1,,,613.3,134.9,95.0,98.4,78.3,5.4,5.4,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
2021-05-14,050373,CA,50373.0,LAC+USC MEDICAL CENTER,,,90033.0,,6037.0,,,20230623.0,1.0,4436.0,3997.0,3878.0,3453.0,3229.0,187.0,176.0,14.0,14.0,4317.0,966.0,686.0,641.0,501.0,22.0,22.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,55.0,,4.0,11.0,19.0,10.0,6.0,,,0.0,,105.0,4.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,2968.0,0.0,0.0,7.0,7.0,7.0,7.0,459.0,,344.0,,32.0,,7491.0,,7729.0,,232.0,,633.7,571.0,554.0,493.3,461.3,26.7,25.1,,,616.7,138.0,98.0,91.6,71.6,,5.581818181818182,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
2021-05-21,050373,CA,50373.0,LAC+USC MEDICAL CENTER,,,90033.0,,6037.0,,,20230623.0,1.0,4350.0,3901.0,3805.0,3314.0,3070.0,144.0,128.0,12.0,10.0,4254.0,907.0,629.0,631.0,484.0,17.0,16.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,33.0,0.0,5.0,4.0,6.0,10.0,6.0,,,0.0,0.0,100.0,6.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,3071.0,0.0,0.0,7.0,7.0,7.0,7.0,510.0,,215.0,,53.0,,7568.0,,7637.0,,221.0,,621.4,557.3,543.6,473.4,438.6,20.6,18.3,,,607.7,129.6,89.9,90.1,69.1,,5.763636363636364,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
2021-05-28,050373,CA,50373.0,LAC+USC MEDICAL CENTER,,,90033.0,,6037.0,,,20230623.0,1.0,4428.0,3986.0,3885.0,3367.0,3154.0,143.0,134.0,11.0,11.0,4327.0,951.0,671.0,665.0,518.0,16.0,16.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,50.0,,12.0,4.0,5.0,10.0,10.0,5.0,,0.0,,73.0,4.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,3099.0,0.0,0.0,7.0,7.0,7.0,7.0,116.0,,97.0,,31.0,,7598.0,,7570.0,,209.0,,632.6,569.4,555.0,481.0,450.6,20.4,19.1,,,618.1,135.9,95.9,95.0,74.0,,5.945454545454545,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
2021-06-04,050373,CA,50373.0,LAC+USC MEDICAL CENTER,,,90033.0,,6037.0,,,20230623.0,1.0,4454.0,4010.0,3893.0,3472.0,3298.0,142.0,129.0,,,4337.0,974.0,691.0,699.0,568.0,13.0,13.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,43.0,,,,5.0,11.0,12.0,4.0,5.0,0.0,,62.0,4.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,3183.0,0.0,0.0,7.0,7.0,7.0,7.0,508.0,,150.0,,22.0,,7656.0,,7627.0,,200.0,,636.3,572.9,556.1,496.0,471.1,20.3,18.4,,,619.6,139.1,98.7,99.9,81.1,,6.127272727272728,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
2021-06-11,050373,CA,50373.0,LAC+USC MEDICAL CENTER,,,90033.0,,6037.0,,,20230623.0,1.0,4461.0,4045.0,3907.0,3518.0,3343.0,112.0,102.0,0.0,0.0,4323.0,948.0,694.0,698.0,589.0,22.0,21.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,47.0,0.0,4.0,6.0,9.0,15.0,7.0,6.0,0.0,0.0,0.0,67.0,4.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,3250.0,0.0,0.0,7.0,7.0,7.0,7.0,209.0,,160.0,,28.0,,7738.0,,7588.0,,193.0,,637.3,577.9,558.1,502.6,477.6,16.0,14.6,0.0,0.0,617.6,135.4,99.1,99.7,84.1,,6.3090909090909095,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2021-06-18,050373,CA,50373.0,LAC+USC MEDICAL CENTER,,,90033.0,,6037.0,,,20230623.0,1.0,4470.0,4036.0,3899.0,3565.0,3378.0,76.0,67.0,,0.0,4333.0,915.0,649.0,699.0,577.0,10.0,8.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,38.0,0.0,,4.0,5.0,12.0,10.0,,,0.0,0.0,42.0,4.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,3277.0,0.0,0.0,7.0,7.0,7.0,7.0,62.0,,77.0,,34.0,,7839.0,,7525.0,,194.0,,638.6,576.6,557.0,509.3,482.6,10.9,9.6,,0.0,619.0,130.7,92.7,99.9,82.4,,6.490909090909091,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
2021-06-25,050373,CA,50373.0,LAC+USC MEDICAL CENTER,,,90033.0,,6037.0,,,20230623.0,1.0,4491.0,4046.0,3934.0,3644.0,3410.0,83.0,67.0,,0.0,4379.0,940.0,665.0,712.0,566.0,16.0,14.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,27.0,,,5.0,5.0,6.0,5.0,,,0.0,0.0,58.0,7.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,3286.0,0.0,0.0,7.0,7.0,7.0,7.0,188.0,,107.0,,9.0,,7913.0,,7358.0,,193.0,,641.6,578.0,562.0,520.6,487.1,11.9,9.6,,0.0,625.6,134.3,95.0,101.7,80.9,,6.672727272727273,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
2021-07-02,050373,CA,50373.0,LAC+USC MEDICAL CENTER,,,90033.0,,6037.0,,,20230623.0,1.0,4420.0,3977.0,3842.0,3515.0,3338.0,76.0,67.0,,,4285.0,973.0,700.0,682.0,560.0,14.0,14.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,16.0,0.0,0.0,,0.0,6.0,7.0,0.0,,0.0,,87.0,4.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,3199.0,0.0,0.0,7.0,7.0,7.0,7.0,66.0,,45.0,,9.0,,7751.0,,7274.0,,188.0,,631.4,568.1,548.9,502.1,476.9,10.9,9.6,,,612.1,139.0,100.0,97.4,80.0,,6.854545454545455,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
2021-07-09,050373,CA,50373.0,LAC+USC MEDICAL CENTER,,,90033.0,,6037.0,,,20230623.0,1.0,4376.0,3940.0,3806.0,3514.0,3330.0,108.0,91.0,0.0,0.0,4242.0,919.0,654.0,683.0,560.0,18.0,17.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,13.0,0.0,4.0,,,,,0.0,,0.0,0.0,95.0,9.0,0.0,,,,0.0,,,0.0,0.0,0.0,3379.0,0.0,0.0,7.0,7.0,7.0,7.0,61.0,,86.0,,20.0,,7811.0,,7238.0,,180.0,,625.1,562.9,543.7,502.0,475.7,15.4,13.0,0.0,0.0,606.0,131.3,93.4,97.6,80.0,,7.036363636363637,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
2021-07-16,050373,CA,50373.0,LAC+USC MEDICAL CENTER,,,90033.0,,6037.0,,,20230623.0,1.0,4392.0,3951.0,3837.0,3667.0,3432.0,131.0,121.0,,0.0,4278.0,900.0,639.0,711.0,554.0,22.0,22.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,21.0,0.0,,4.0,6.0,4.0,,,,0.0,0.0,88.0,7.0,0.0,,,,,,,0.0,0.0,0.0,3171.0,0.0,0.0,7.0,7.0,7.0,7.0,127.0,,151.0,,21.0,,7847.0,,7213.0,,173.0,,627.4,564.4,548.1,523.9,490.3,18.7,17.3,,0.0,611.1,128.6,91.3,101.6,79.1,,7.218181818181819,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
2021-07-23,050373,CA,50373.0,LAC+USC MEDICAL CENTER,,,90033.0,,6037.0,,,20230623.0,1.0,4313.0,3902.0,3794.0,3508.0,3277.0,138.0,129.0,5.0,,4205.0,882.0,652.0,777.0,610.0,52.0,52.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,15.0,0.0,,5.0,,,,,,0.0,,83.0,6.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,3184.0,0.0,0.0,7.0,7.0,7.0,7.0,74.0,,179.0,,17.0,,7905.0,,7127.0,,189.0,,616.1,557.4,542.0,501.1,468.1,19.7,18.4,,,600.7,126.0,93.1,111.0,87.1,7.4,7.4,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
2021-07-30,050373,CA,50373.0,LAC+USC MEDICAL CENTER,,,90033.0,,6037.0,,,20230623.0,1.0,4338.0,3934.0,3790.0,3513.0,3294.0,148.0,133.0,,,4194.0,883.0,657.0,720.0,577.0,46.0,42.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,20.0,0.0,4.0,,,,4.0,,,0.0,,93.0,8.0,0.0,,0.0,,4.0,,,0.0,0.0,,3092.0,0.0,0.0,7.0,7.0,7.0,7.0,75.0,,165.0,,15.0,,8001.0,,7070.0,,202.0,,619.7,562.0,541.4,501.9,470.6,21.1,19.0,,,599.1,126.1,93.9,102.9,82.4,6.6,6.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
2020-11-06,050441,CA,50441.0,STANFORD HEALTH CARE,,,94305.0,,6085.0,,,20230623.0,1.0,4418.0,4316.0,4242.0,3775.0,3775.0,90.0,73.0,0.0,0.0,4242.0,693.0,693.0,505.0,505.0,24.0,22.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,15.0,0.0,0.0,6.0,,,6.0,0.0,0.0,0.0,0.0,145.0,171.0,,5.0,11.0,16.0,35.0,30.0,41.0,31.0,0.0,0.0,1682.0,0.0,0.0,7.0,7.0,7.0,7.0,,,,,,,,,,,,,631.1,616.6,606.0,539.3,539.3,12.9,10.4,0.0,0.0,606.0,99.0,99.0,72.1,72.1,,4.3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
2020-11-13,050441,CA,50441.0,STANFORD HEALTH CARE,,,94305.0,,6085.0,,,20230623.0,1.0,4474.0,4355.0,4242.0,4043.0,4043.0,111.0,102.0,0.0,0.0,4242.0,693.0,693.0,557.0,557.0,21.0,17.0,4.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,20.0,0.0,,,4.0,4.0,,,7.0,0.0,0.0,130.0,225.0,0.0,11.0,22.0,19.0,39.0,43.0,42.0,49.0,0.0,,1756.0,0.0,0.0,7.0,7.0,7.0,7.0,,,,,,,,,,,,,639.1,622.1,606.0,577.6,577.6,15.9,14.6,0.0,0.0,606.0,99.0,99.0,79.6,79.6,,4.3,,0.0,0.0,1.0,1.0,0.0,1.0,1.0
2020-11-20,050441,CA,50441.0,STANFORD HEALTH CARE,,,94305.0,,6085.0,,,20230623.0,1.0,4420.0,4301.0,4230.0,3891.0,3891.0,128.0,119.0,0.0,0.0,4230.0,693.0,693.0,572.0,572.0,35.0,30.0,,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,30.0,0.0,,,9.0,10.0,,,,0.0,0.0,246.0,265.0,,15.0,42.0,27.0,39.0,44.0,51.0,46.0,0.0,0.0,2620.0,,0.0,7.0,7.0,7.0,7.0,,,,,,,,,,,,,631.4,614.4,604.3,555.9,555.9,18.3,17.0,0.0,0.0,604.3,99.0,99.0,81.7,81.7,5.0,4.3,,0.0,0.0,1.0,1.0,1.0,1.0,1.0
2020-11-27,050441,CA,50441.0,STANFORD HEALTH CARE,,,94305.0,,6085.0,,,20230623.0,1.0,4423.0,4304.0,4221.0,3897.0,3897.0,178.0,153.0,0.0,0.0,4233.0,693.0,693.0,592.0,592.0,59.0,57.0,,0.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,38.0,0.0,5.0,,7.0,7.0,8.0,5.0,,0.0,0.0,366.0,188.0,0.0,14.0,40.0,34.0,36.0,40.0,47.0,55.0,0.0,,6690.0,,0.0,7.0,7.0,7.0,6.0,,,,,,,,,,,,,631.9,614.9,603.0,556.7,556.7,25.4,21.9,0.0,0.0,604.7,99.0,99.0,84.6,84.6,8.4,8.1,,0.0,,1.0,1.0,1.0,1.0,1.0
2020-12-04,050441,CA,50441.0,STANFORD HEALTH CARE,,,94305.0,,6085.0,,,20230623.0,1.0,4449.0,4330.0,4330.0,4128.0,4128.0,315.0,287.0,0.0,0.0,4330.0,693.0,693.0,624.0,624.0,74.0,69.0,,0.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,75.0,,,,13.0,20.0,18.0,6.0,11.0,0.0,,587.0,295.0,4.0,19.0,32.0,29.0,52.0,44.0,47.0,68.0,0.0,,3305.0,0.0,0.0,7.0,7.0,7.0,7.0,,,,,,,,,,,,,635.6,618.6,618.6,589.7,589.7,45.0,41.0,0.0,0.0,618.6,99.0,99.0,89.1,89.1,10.6,9.9,,0.0,,1.0,1.0,1.0,1.0,1.0
2020-12-11,050441,CA,50441.0,STANFORD HEALTH CARE,,,94305.0,,6085.0,,,20230623.0,1.0,4478.0,4359.0,4359.0,4016.0,4016.0,508.0,479.0,0.0,0.0,4359.0,718.0,718.0,680.0,680.0,133.0,128.0,,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,90.0,0.0,4.0,5.0,13.0,10.0,14.0,16.0,28.0,0.0,,372.0,281.0,,17.0,31.0,28.0,36.0,49.0,54.0,65.0,0.0,,2200.0,,0.0,7.0,7.0,7.0,7.0,,,,,,,,,,,,,639.7,622.7,622.7,573.7,573.7,72.6,68.4,0.0,0.0,622.7,102.6,102.6,97.1,97.1,19.0,18.3,,0.0,0.0,1.0,1.0,1.0,1.0,1.0
