product,timestamp,month,split,model,n_events,allocation_overlap,priority_overlap,js_distance,priority_js_distance,ndcg_all,recipient_average_precision,recipient_recall_at_observed_k,dispatch_fraction,panel_ambiguity,n_candidates,n_observed_recipients,observed_quantity
gown,2021-05-01,2021-05-01,test,ACM-3,2,0.0,0.007782256583216667,1.0,0.9835250376270064,0.17264426579772457,0.017361111111111112,0.0,1.0,0.1820020432573107,93,2,1200.0
gown,2021-06-01,2021-06-01,test,ACM-3,5,0.0,0.06724896986283836,1.0,0.921351425383523,0.23217292289594585,0.08551920420005527,0.0,1.0,0.1732605272141871,58,5,4560.0
n95,2020-04-01,2020-04-01,calibration,ACM-2,3,0.0,0.002116091525302749,1.0,0.994591525933432,0.1459338050942244,0.0031601117216124774,0.0,1.0,0.30730955021522344,2136,4,405.0
n95,2020-05-01,2020-05-01,calibration,ACM-2,54,0.0,0.03151354268147184,1.0,0.9640579321403202,0.19528903756059157,0.03399327765473068,0.02631578947368421,1.0,0.32378178263704255,2446,76,25122.0
n95,2020-06-01,2020-06-01,calibration,ACM-2,11,0.0,0.005107533136859519,0.9999999999999999,0.9905173780920055,0.12688652634247702,0.004439720074939786,0.0,1.0,0.31759398555409746,2546,19,1905.0
n95,2020-07-01,2020-07-01,validation,ACM-2,3,0.0,0.00457243268282521,0.9999999999999999,0.9906194191524229,0.15087766712983183,0.004899879611978882,0.0,1.0,0.2926014835549297,2492,10,2680.0
n95,2020-08-01,2020-08-01,validation,ACM-2,1,0.0,0.0005071325466993782,1.0,0.9984281230838478,0.10849816360194246,0.0016835016835016834,0.0,1.0,0.1787497240185812,696,1,40.0
n95,2020-09-01,2020-09-01,validation,ACM-2,2,0.0,0.00598541120144098,1.0,0.9870096869762023,0.1648676634594293,0.012546912944293179,0.0,1.0,0.2671139734530048,168,2,300.0
n95,2021-01-01,2021-01-01,test,ACM-2,3,0.0,0.010087338450278167,1.0,0.9796343235238143,0.2219836938499395,0.024036399466759402,0.0,1.0,0.22615290607760555,96,3,720.0
n95,2021-02-01,2021-02-01,test,ACM-2,1,0.0,0.004255584598861462,1.0,0.9900324850366946,0.1468999356504447,0.009009009009009009,0.0,1.0,0.20175336052283388,148,1,1000.0
n95,2021-03-01,2021-03-01,test,ACM-2,3,0.0,0.019071023682053156,1.0,0.9765258405913027,0.15285241411571676,0.03613494008714597,0.0,1.0,0.21695698213426112,203,3,5460.0
