metric,preferred_direction,preset_mean,optimized_mean,mean_benefit_optimized,relative_change_percent,wilcoxon_statistic,p_value,n_paired_panels,holm_p,significant_0_05
allocation_overlap,higher,0.00810748736793753,0.00810748736793753,0.0,0.0,0.0,1.0,18,1.0,False
priority_overlap,higher,0.028700601061921825,0.03189125938785513,0.003190658325933309,11.117043573580315,23.0,0.0047454833984375,18,0.0142364501953125,True
recipient_average_precision,higher,0.07328910695600446,0.08119650076160148,0.007907393805597034,10.789316631111136,15.0,0.00104522705078125,18,0.0041961669921875,True
recipient_recall_at_observed_k,higher,0.0617283950617284,0.0617283950617284,0.0,0.0,0.0,1.0,18,1.0,False
ndcg_all,higher,0.22152816689926352,0.2327566182343103,0.011228451335046791,5.068633705687066,14.0,0.0008392333984375,18,0.0041961669921875,True
